醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,450,191,2020/02/10 10:00:07
0291010010,442,140,2020/02/10 10:00:07
2331170017,200,50,2020/02/10 10:00:07
2331200010,218,84,2020/02/10 10:00:07
2331210016,400,100,2020/02/10 10:00:07
2331240014,38,152,2020/02/10 10:00:07
2331260016,56,50,2020/02/10 10:00:07
2331290014,102,38,2020/02/10 10:00:07
2333070010,26,60,2020/02/10 10:00:07
2333120015,105,132,2020/02/10 10:00:07
2333140017,218,100,2020/02/10 10:00:07
2334050012,200,50,2020/02/10 10:00:07
2334110013,88,104,2020/02/10 10:00:07
2335110017,60,68,2020/02/10 10:00:07
2335150011,0,16,2020/02/10 10:00:07
2335170013,16,66,2020/02/10 10:00:07
2335180019,346,170,2020/02/10 10:00:07
2336210034,250,118,2020/02/10 10:00:07
2337160015,200,50,2020/02/10 10:00:07
2338070010,0,22,2020/02/10 10:00:07
2338120015,0,76,2020/02/10 10:00:07
2340170016,68,42,2020/02/10 10:00:07
2341140012,400,100,2020/02/10 10:00:07
2341250013,56,164,2020/02/10 10:00:07
2341300018,86,178,2020/02/10 10:00:07
2342080015,200,50,2020/02/10 10:00:07
2342130010,76,152,2020/02/10 10:00:07
2342180010,0,32,2020/02/10 10:00:07
2342250017,456,158,2020/02/10 10:00:07
2342260013,674,204,2020/02/10 10:00:07
2342270019,258,52,2020/02/10 10:00:07
2343240015,102,62,2020/02/10 10:00:07
2343260017,690,200,2020/02/10 10:00:07
2343270013,1006,269,2020/02/10 10:00:07
2343280019,148,110,2020/02/10 10:00:07
2343290015,662,194,2020/02/10 10:00:07
2343300016,734,208,2020/02/10 10:00:07
2343320018,474,150,2020/02/10 10:00:07
2343330014,490,156,2020/02/10 10:00:07
2344011036,214,150,2020/02/10 10:00:07
2344030013,34,50,2020/02/10 10:00:07
2344030022,222,142,2020/02/10 10:00:07
2344030031,352,156,2020/02/10 10:00:07
2344050015,152,198,2020/02/10 10:00:07
2344050024,520,208,2020/02/10 10:00:07
2344060011,36,140,2020/02/10 10:00:07
2345100014,33,170,2020/02/10 10:00:07
2345110010,149,44,2020/02/10 10:00:07
2345120016,344,199,2020/02/10 10:00:07
2345130012,132,79,2020/02/10 10:00:07
2346050013,72,86,2020/02/10 10:00:07
2346070015,93,122,2020/02/10 10:00:07
2346110014,98,112,2020/02/10 10:00:07
2346120010,375,146,2020/02/10 10:00:07
2346130016,18,66,2020/02/10 10:00:07
2346140012,588,194,2020/02/10 10:00:07
2346150018,542,150,2020/02/10 10:00:07
2346160014,674,210,2020/02/10 10:00:07
2390040518,200,50,2020/02/10 10:00:07
2390050032,198,50,2020/02/10 10:00:07
2391020010,200,102,2020/02/10 10:00:07
2391030016,810,224,2020/02/10 10:00:07
