醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,446,219,2020/02/11 14:00:08
0291010010,4,44,2020/02/11 14:00:08
2331170017,200,50,2020/02/11 14:00:08
2331190019,200,50,2020/02/11 14:00:08
2331200010,0,26,2020/02/11 14:00:08
2331240014,0,184,2020/02/11 14:00:08
2331260016,0,80,2020/02/11 14:00:08
2331290014,4,30,2020/02/11 14:00:08
2333070010,0,44,2020/02/11 14:00:08
2333120015,1,148,2020/02/11 14:00:08
2333140017,215,104,2020/02/11 14:00:08
2334110013,2,134,2020/02/11 14:00:08
2335110017,10,66,2020/02/11 14:00:08
2335150011,0,2,2020/02/11 14:00:08
2335170013,0,88,2020/02/11 14:00:08
2335180019,220,184,2020/02/11 14:00:08
2336210034,56,40,2020/02/11 14:00:08
2338070010,200,104,2020/02/11 14:00:08
2338120015,2,86,2020/02/11 14:00:08
2340170016,4,56,2020/02/11 14:00:08
2341140012,400,100,2020/02/11 14:00:08
2341250013,0,170,2020/02/11 14:00:08
2341300018,38,214,2020/02/11 14:00:08
2342130010,18,188,2020/02/11 14:00:08
2342180010,0,24,2020/02/11 14:00:08
2342250017,614,200,2020/02/11 14:00:08
2342260013,786,232,2020/02/11 14:00:08
2342270019,428,100,2020/02/11 14:00:08
2343240015,24,92,2020/02/11 14:00:08
2343260017,782,242,2020/02/11 14:00:08
2343270013,1129,317,2020/02/11 14:00:08
2343280019,22,106,2020/02/11 14:00:08
2343290015,802,238,2020/02/11 14:00:08
2343300016,826,248,2020/02/11 14:00:08
2343320018,776,240,2020/02/11 14:00:08
2343330014,604,186,2020/02/11 14:00:08
2344011036,136,172,2020/02/11 14:00:08
2344030013,26,80,2020/02/11 14:00:08
2344030022,370,184,2020/02/11 14:00:08
2344030031,460,196,2020/02/11 14:00:08
2344050015,180,240,2020/02/11 14:00:08
2344050024,692,258,2020/02/11 14:00:08
2344060011,2,162,2020/02/11 14:00:08
2345100014,1,106,2020/02/11 14:00:08
2345110010,32,12,2020/02/11 14:00:08
2345120016,151,163,2020/02/11 14:00:08
2345130012,134,105,2020/02/11 14:00:08
2346050013,30,88,2020/02/11 14:00:08
2346070015,13,148,2020/02/11 14:00:08
2346110014,34,123,2020/02/11 14:00:08
2346120010,435,174,2020/02/11 14:00:08
2346130016,0,76,2020/02/11 14:00:08
2346140012,686,234,2020/02/11 14:00:08
