醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,70,39,2020/02/06 20:00:33
0291010010,200,52,2020/02/06 20:00:33
0421040011,200,50,2020/02/06 20:00:33
0617060018,200,50,2020/02/06 20:00:33
1140030012,0,14,2020/02/06 20:00:33
1141310019,200,50,2020/02/06 20:00:33
1145010010,200,50,2020/02/06 20:00:33
1231050017,200,50,2020/02/06 20:00:33
2303240013,200,50,2020/02/06 20:00:33
2331050010,200,50,2020/02/06 20:00:33
2331170017,200,50,2020/02/06 20:00:33
2331210016,200,50,2020/02/06 20:00:33
2331240014,0,42,2020/02/06 20:00:33
2331260016,0,14,2020/02/06 20:00:33
2331290014,200,60,2020/02/06 20:00:33
2333070010,2,6,2020/02/06 20:00:33
2333120015,0,28,2020/02/06 20:00:33
2333140017,74,24,2020/02/06 20:00:33
2334110013,204,72,2020/02/06 20:00:33
2335110017,8,0,2020/02/06 20:00:33
2335170013,2,18,2020/02/06 20:00:33
2335180019,38,30,2020/02/06 20:00:33
2336210034,200,50,2020/02/06 20:00:33
2338050018,200,50,2020/02/06 20:00:33
2341140012,200,50,2020/02/06 20:00:33
2341250013,2,16,2020/02/06 20:00:33
2341270015,200,50,2020/02/06 20:00:33
2341300018,200,92,2020/02/06 20:00:33
2342130010,200,90,2020/02/06 20:00:33
2342180010,0,4,2020/02/06 20:00:33
2342250017,44,30,2020/02/06 20:00:33
2342260013,84,40,2020/02/06 20:00:33
2342270019,166,50,2020/02/06 20:00:33
2343140010,200,50,2020/02/06 20:00:33
2343240015,8,20,2020/02/06 20:00:33
2343260017,96,38,2020/02/06 20:00:33
2343270013,126,31,2020/02/06 20:00:33
2343280019,0,18,2020/02/06 20:00:33
2343290015,126,36,2020/02/06 20:00:33
2343300016,262,64,2020/02/06 20:00:33
2343320018,70,28,2020/02/06 20:00:33
2343330014,20,24,2020/02/06 20:00:33
2344011036,28,30,2020/02/06 20:00:33
2344030013,0,4,2020/02/06 20:00:33
2344030022,0,20,2020/02/06 20:00:33
2344030031,4,24,2020/02/06 20:00:33
2344050015,20,46,2020/02/06 20:00:33
2344050024,270,94,2020/02/06 20:00:33
2344060011,0,20,2020/02/06 20:00:33
2345100014,0,2,2020/02/06 20:00:33
2345120016,2,32,2020/02/06 20:00:33
2346050013,2,24,2020/02/06 20:00:33
2346070015,0,20,2020/02/06 20:00:33
2346110014,0,12,2020/02/06 20:00:33
2346120010,62,32,2020/02/06 20:00:33
2346140012,56,32,2020/02/06 20:00:33
2346150018,108,32,2020/02/06 20:00:33
2346160014,158,48,2020/02/06 20:00:33
2390040518,0,2,2020/02/06 20:00:33
2390050032,0,4,2020/02/06 20:00:33
2391020010,198,58,2020/02/06 20:00:33
2391030016,125,44,2020/02/06 20:00:33
2391030026,154,48,2020/02/06 20:00:33
2391040012,96,40,2020/02/06 20:00:33
3501200000,298,75,2020/02/06 20:00:33
3512013636,200,50,2020/02/06 20:00:33
3701121872,200,50,2020/02/06 20:00:33
3701173778,200,50,2020/02/06 20:00:33
3701183667,200,50,2020/02/06 20:00:33
3834021263,200,50,2020/02/06 20:00:33
5901010058,0,16,2020/02/06 20:00:33
5901010085,0,2,2020/02/06 20:00:33
5901010094,6,18,2020/02/06 20:00:33
5901010165,2,2,2020/02/06 20:00:33
5901010192,2,0,2020/02/06 20:00:33
5901010272,4,6,2020/02/06 20:00:33
5901010496,8,2,2020/02/06 20:00:33
5901011662,0,26,2020/02/06 20:00:33
5901011699,5,5,2020/02/06 20:00:33
5901011733,2,20,2020/02/06 20:00:33
5901011975,6,0,2020/02/06 20:00:33
5901012203,2,0,2020/02/06 20:00:33
5901012409,0,3,2020/02/06 20:00:33
5901012454,152,18,2020/02/06 20:00:33
5901012490,2,0,2020/02/06 20:00:33
5901012507,0,8,2020/02/06 20:00:33
5901012632,0,2,2020/02/06 20:00:33
5901012650,0,4,2020/02/06 20:00:33
5901012669,2,36,2020/02/06 20:00:33
5901012712,196,50,2020/02/06 20:00:33
5901012749,18,26,2020/02/06 20:00:33
5901012758,2,2,2020/02/06 20:00:33
5901012767,0,6,2020/02/06 20:00:33
5901012918,0,4,2020/02/06 20:00:33
5901012963,2,0,2020/02/06 20:00:33
5901013004,0,6,2020/02/06 20:00:33
5901013095,6,0,2020/02/06 20:00:33
5901013120,5,31,2020/02/06 20:00:33
5901013148,0,18,2020/02/06 20:00:33
5901013264,0,6,2020/02/06 20:00:33
5901013308,6,12,2020/02/06 20:00:33
5901013344,0,7,2020/02/06 20:00:33
5901013362,0,2,2020/02/06 20:00:33
5901013371,0,2,2020/02/06 20:00:33
5901013399,4,2,2020/02/06 20:00:33
5901013406,4,2,2020/02/06 20:00:33
5901013433,0,12,2020/02/06 20:00:33
5901013442,36,50,2020/02/06 20:00:33
5901013451,0,4,2020/02/06 20:00:33
5901013460,0,10,2020/02/06 20:00:33
5901013488,188,76,2020/02/06 20:00:33
5901013497,12,14,2020/02/06 20:00:33
5901013513,10,12,2020/02/06 20:00:33
5901013522,192,50,2020/02/06 20:00:33
5901020303,4,8,2020/02/06 20:00:33
