醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,80,41,2020/02/06 18:00:34
0291010010,200,52,2020/02/06 18:00:34
0421040011,200,50,2020/02/06 18:00:34
0617060018,200,50,2020/02/06 18:00:34
1140030012,0,14,2020/02/06 18:00:34
1141310019,200,50,2020/02/06 18:00:34
1145010010,200,50,2020/02/06 18:00:34
1231050017,200,50,2020/02/06 18:00:34
2303240013,200,50,2020/02/06 18:00:34
2331170017,200,50,2020/02/06 18:00:34
2331210016,200,50,2020/02/06 18:00:34
2331240014,0,42,2020/02/06 18:00:34
2331260016,0,14,2020/02/06 18:00:34
2331290014,200,60,2020/02/06 18:00:34
2333070010,2,6,2020/02/06 18:00:34
2333120015,0,28,2020/02/06 18:00:34
2333140017,74,24,2020/02/06 18:00:34
2334110013,204,72,2020/02/06 18:00:34
2335110017,8,0,2020/02/06 18:00:34
2335170013,2,18,2020/02/06 18:00:34
2335180019,38,30,2020/02/06 18:00:34
2336210034,200,50,2020/02/06 18:00:34
2338050018,200,50,2020/02/06 18:00:34
2341140012,200,50,2020/02/06 18:00:34
2341250013,2,16,2020/02/06 18:00:34
2341270015,200,50,2020/02/06 18:00:34
2341300018,200,92,2020/02/06 18:00:34
2342130010,200,90,2020/02/06 18:00:34
2342180010,0,4,2020/02/06 18:00:34
2342250017,54,30,2020/02/06 18:00:34
2342260013,84,40,2020/02/06 18:00:34
2342270019,166,50,2020/02/06 18:00:34
2343140010,200,50,2020/02/06 18:00:34
2343240015,8,20,2020/02/06 18:00:34
2343260017,96,38,2020/02/06 18:00:34
2343270013,126,31,2020/02/06 18:00:34
2343280019,0,18,2020/02/06 18:00:34
2343290015,126,36,2020/02/06 18:00:34
2343300016,262,64,2020/02/06 18:00:34
2343320018,70,28,2020/02/06 18:00:34
2343330014,20,24,2020/02/06 18:00:34
2344011036,28,34,2020/02/06 18:00:34
2344030013,14,4,2020/02/06 18:00:34
2344030022,0,26,2020/02/06 18:00:34
2344030031,4,26,2020/02/06 18:00:34
2344050015,20,46,2020/02/06 18:00:34
2344050024,270,94,2020/02/06 18:00:34
2344060011,0,20,2020/02/06 18:00:34
2345100014,0,2,2020/02/06 18:00:34
2345120016,2,32,2020/02/06 18:00:34
2346050013,2,24,2020/02/06 18:00:34
2346070015,0,20,2020/02/06 18:00:34
2346110014,0,12,2020/02/06 18:00:34
2346120010,62,32,2020/02/06 18:00:34
2346140012,56,32,2020/02/06 18:00:34
2346150018,108,32,2020/02/06 18:00:34
2346160014,166,48,2020/02/06 18:00:34
2390040518,0,2,2020/02/06 18:00:34
2390050032,0,4,2020/02/06 18:00:34
2391020010,198,58,2020/02/06 18:00:34
2391030016,125,44,2020/02/06 18:00:34
2391030026,154,48,2020/02/06 18:00:34
2391040012,96,40,2020/02/06 18:00:34
3501200000,298,75,2020/02/06 18:00:34
3512013636,200,50,2020/02/06 18:00:34
3701121872,200,50,2020/02/06 18:00:34
3701173778,200,50,2020/02/06 18:00:34
3701183667,200,50,2020/02/06 18:00:34
3834021263,200,50,2020/02/06 18:00:34
5901010058,0,26,2020/02/06 18:00:34
5901010085,0,2,2020/02/06 18:00:34
5901010094,12,24,2020/02/06 18:00:34
5901010165,4,14,2020/02/06 18:00:34
5901010174,2,0,2020/02/06 18:00:34
5901010192,2,0,2020/02/06 18:00:34
5901010272,22,24,2020/02/06 18:00:34
5901010290,200,52,2020/02/06 18:00:34
5901010496,20,6,2020/02/06 18:00:34
5901011662,2,26,2020/02/06 18:00:34
5901011699,5,5,2020/02/06 18:00:34
5901011733,18,40,2020/02/06 18:00:34
5901011975,12,0,2020/02/06 18:00:34
5901012203,4,0,2020/02/06 18:00:34
5901012409,0,7,2020/02/06 18:00:34
5901012454,192,48,2020/02/06 18:00:34
5901012490,4,0,2020/02/06 18:00:34
5901012507,16,14,2020/02/06 18:00:34
5901012598,10,8,2020/02/06 18:00:34
5901012632,0,2,2020/02/06 18:00:34
5901012650,0,8,2020/02/06 18:00:34
5901012669,2,36,2020/02/06 18:00:34
5901012749,126,44,2020/02/06 18:00:34
5901012758,74,32,2020/02/06 18:00:34
5901012767,198,56,2020/02/06 18:00:34
5901012918,90,30,2020/02/06 18:00:34
5901012963,8,4,2020/02/06 18:00:34
5901013004,0,16,2020/02/06 18:00:34
5901013095,6,0,2020/02/06 18:00:34
5901013120,7,31,2020/02/06 18:00:34
5901013148,0,28,2020/02/06 18:00:34
5901013157,0,8,2020/02/06 18:00:34
5901013200,0,10,2020/02/06 18:00:34
5901013246,0,12,2020/02/06 18:00:34
5901013264,0,28,2020/02/06 18:00:34
5901013308,44,18,2020/02/06 18:00:34
5901013326,0,1,2020/02/06 18:00:34
5901013344,0,22,2020/02/06 18:00:34
5901013362,0,2,2020/02/06 18:00:34
5901013371,0,8,2020/02/06 18:00:34
5901013399,4,2,2020/02/06 18:00:34
5901013406,16,4,2020/02/06 18:00:34
5901013433,0,22,2020/02/06 18:00:34
5901013442,200,50,2020/02/06 18:00:34
5901013451,8,4,2020/02/06 18:00:34
5901013460,0,10,2020/02/06 18:00:34
5901013488,190,84,2020/02/06 18:00:34
5901013497,18,22,2020/02/06 18:00:34
5901013513,30,16,2020/02/06 18:00:34
5901013522,200,50,2020/02/06 18:00:34
5901020296,0,4,2020/02/06 18:00:34
5901020303,4,12,2020/02/06 18:00:34
5901020376,42,48,2020/02/06 18:00:34
5901020465,0,4,2020/02/06 18:00:34
5901020554,0,20,2020/02/06 18:00:34
5901020563,8,0,2020/02/06 18:00:34
5901020616,0,2,2020/02/06 18:00:34
5901020634,0,4,2020/02/06 18:00:34
5901020652,4,0,2020/02/06 18:00:34
5901020661,0,14,2020/02/06 18:00:34
5901020670,0,19,2020/02/06 18:00:34
5901020689,78,20,2020/02/06 18:00:34
5901020787,142,28,2020/02/06 18:00:34
5901020858,2,28,2020/02/06 18:00:34
5901020901,14,34,2020/02/06 18:00:34
5901021248,196,48,2020/02/06 18:00:34
5901021382,2,0,2020/02/06 18:00:34
5901021408,0,42,2020/02/06 18:00:34
5901022521,12,8,2020/02/06 18:00:34
5901022601,0,18,2020/02/06 18:00:34
5901022763,200,50,2020/02/06 18:00:34
5901022898,26,20,2020/02/06 18:00:34
5901023073,0,4,2020/02/06 18:00:34
5901023091,110,34,2020/02/06 18:00:34
5901023153,202,86,2020/02/06 18:00:34
5901023215,2,28,2020/02/06 18:00:34
5901023304,20,18,2020/02/06 18:00:34
5901023313,48,30,2020/02/06 18:00:34
5901023331,0,18,2020/02/06 18:00:34
5901023386,200,52,2020/02/06 18:00:34
5901023523,0,10,2020/02/06 18:00:34
