醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,94,41,2020/02/06 16:10:05
0291010010,200,54,2020/02/06 16:10:05
0421040011,200,50,2020/02/06 16:10:05
0617060018,200,50,2020/02/06 16:10:05
1140030012,0,14,2020/02/06 16:10:05
1141310019,200,50,2020/02/06 16:10:05
1145010010,200,50,2020/02/06 16:10:05
1231050017,200,50,2020/02/06 16:10:05
2303240013,200,50,2020/02/06 16:10:05
2331170017,200,50,2020/02/06 16:10:05
2331210016,200,50,2020/02/06 16:10:05
2331240014,0,44,2020/02/06 16:10:05
2331260016,0,18,2020/02/06 16:10:05
2331290014,200,62,2020/02/06 16:10:05
2333070010,2,8,2020/02/06 16:10:05
2333120015,4,28,2020/02/06 16:10:05
2333140017,74,24,2020/02/06 16:10:05
2334110013,204,72,2020/02/06 16:10:05
2335110017,8,0,2020/02/06 16:10:05
2335170013,2,18,2020/02/06 16:10:05
2335180019,50,30,2020/02/06 16:10:05
2338050018,200,50,2020/02/06 16:10:05
2341140012,200,50,2020/02/06 16:10:05
2341250013,2,16,2020/02/06 16:10:05
2341270015,200,50,2020/02/06 16:10:05
2341300018,6,42,2020/02/06 16:10:05
2342050017,200,50,2020/02/06 16:10:05
2342130010,200,90,2020/02/06 16:10:05
2342180010,0,4,2020/02/06 16:10:05
2342250017,70,34,2020/02/06 16:10:05
2342260013,92,40,2020/02/06 16:10:05
2342270019,172,50,2020/02/06 16:10:05
2343140010,200,50,2020/02/06 16:10:05
2343240015,8,20,2020/02/06 16:10:05
2343250011,200,50,2020/02/06 16:10:05
2343260017,98,42,2020/02/06 16:10:05
2343270013,130,31,2020/02/06 16:10:05
2343280019,0,18,2020/02/06 16:10:05
2343290015,128,38,2020/02/06 16:10:05
2343300016,266,64,2020/02/06 16:10:05
2343320018,80,28,2020/02/06 16:10:05
2343330014,26,24,2020/02/06 16:10:05
2344011036,42,34,2020/02/06 16:10:05
2344030013,14,8,2020/02/06 16:10:05
2344030022,0,28,2020/02/06 16:10:05
2344030031,84,34,2020/02/06 16:10:05
2344050015,34,46,2020/02/06 16:10:05
2344050024,284,94,2020/02/06 16:10:05
2344060011,0,20,2020/02/06 16:10:05
2345100014,0,12,2020/02/06 16:10:05
2345120016,2,32,2020/02/06 16:10:05
2345130012,4,10,2020/02/06 16:10:05
2346050013,2,24,2020/02/06 16:10:05
2346070015,0,24,2020/02/06 16:10:05
