醫事機構代碼,成人口罩剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,2106,1250,2020/02/24 08:00:07
0291010010,24,356,2020/02/24 08:00:07
2101010013,1,414,2020/02/24 08:00:07
2101020019,0,260,2020/02/24 08:00:07
2101090011,0,96,2020/02/24 08:00:07
2101100227,400,443,2020/02/24 08:00:07
2101110027,1,172,2020/02/24 08:00:07
2101120014,1,376,2020/02/24 08:00:07
2101150012,1,295,2020/02/24 08:00:07
2101161033,0,328,2020/02/24 08:00:07
2101170050,0,404,2020/02/24 08:00:07
2101180038,0,264,2020/02/24 08:00:07
2101191068,0,316,2020/02/24 08:00:07
2101200017,7,380,2020/02/24 08:00:07
2303240013,810,678,2020/02/24 08:00:07
2311010010,319,691,2020/02/24 08:00:07
2311020016,50,633,2020/02/24 08:00:07
2311030012,614,762,2020/02/24 08:00:07
2311040018,78,718,2020/02/24 08:00:07
2311050014,566,736,2020/02/24 08:00:07
2311060010,0,100,2020/02/24 08:00:07
2311070016,559,875,2020/02/24 08:00:07
2312010014,0,276,2020/02/24 08:00:07
2312041028,0,196,2020/02/24 08:00:07
2312050018,0,176,2020/02/24 08:00:07
2317020010,136,456,2020/02/24 08:00:07
2317040012,0,352,2020/02/24 08:00:07
2317050018,446,628,2020/02/24 08:00:07
2317060014,328,670,2020/02/24 08:00:07
2317070010,30,378,2020/02/24 08:00:07
2317080016,470,634,2020/02/24 08:00:07
2317081022,0,528,2020/02/24 08:00:07
2321010013,792,744,2020/02/24 08:00:07
2321020019,116,606,2020/02/24 08:00:07
2321030015,1101,771,2020/02/24 08:00:07
2321040011,1124,807,2020/02/24 08:00:07
2321060013,170,548,2020/02/24 08:00:07
2321070019,502,590,2020/02/24 08:00:07
2322010017,939,700,2020/02/24 08:00:07
2322020013,532,594,2020/02/24 08:00:07
2331070012,0,260,2020/02/24 08:00:07
2331080018,1,354,2020/02/24 08:00:07
2331090014,0,648,2020/02/24 08:00:07
2331100015,2,554,2020/02/24 08:00:07
2331120017,0,428,2020/02/24 08:00:07
