醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,276,145,2020/02/10 06:00:07
0291010010,404,104,2020/02/10 06:00:07
2331170017,200,50,2020/02/10 06:00:07
2331200010,6,0,2020/02/10 06:00:07
2331210016,200,50,2020/02/10 06:00:07
2331240014,0,118,2020/02/10 06:00:07
2331260016,0,12,2020/02/10 06:00:07
2333070010,0,22,2020/02/10 06:00:07
2333120015,0,84,2020/02/10 06:00:07
2333140017,48,60,2020/02/10 06:00:07
2334110013,4,66,2020/02/10 06:00:07
2335110017,10,38,2020/02/10 06:00:07
2335150011,0,12,2020/02/10 06:00:07
2335170013,0,26,2020/02/10 06:00:07
2335180019,228,124,2020/02/10 06:00:07
2336210034,96,70,2020/02/10 06:00:07
2337160015,200,50,2020/02/10 06:00:07
2338050018,200,50,2020/02/10 06:00:07
2338070010,0,22,2020/02/10 06:00:07
2338120015,0,40,2020/02/10 06:00:07
2341140012,400,100,2020/02/10 06:00:07
2341250013,0,68,2020/02/10 06:00:07
2341300018,0,132,2020/02/10 06:00:07
2342080015,200,50,2020/02/10 06:00:07
2342130010,0,114,2020/02/10 06:00:07
2342250017,272,110,2020/02/10 06:00:07
2342260013,496,156,2020/02/10 06:00:07
2342270019,74,2,2020/02/10 06:00:07
2343240015,22,16,2020/02/10 06:00:07
2343260017,500,150,2020/02/10 06:00:07
2343270013,812,219,2020/02/10 06:00:07
2343280019,2,62,2020/02/10 06:00:07
2343290015,686,194,2020/02/10 06:00:07
2343300016,556,158,2020/02/10 06:00:07
2343320018,480,150,2020/02/10 06:00:07
2343330014,292,106,2020/02/10 06:00:07
2344011036,172,118,2020/02/10 06:00:07
2344030013,4,6,2020/02/10 06:00:07
2344030022,26,94,2020/02/10 06:00:07
2344030031,352,156,2020/02/10 06:00:07
2344050015,2,152,2020/02/10 06:00:07
2344050024,324,158,2020/02/10 06:00:07
2344060011,0,92,2020/02/10 06:00:07
2345100014,5,88,2020/02/10 06:00:07
2345120016,30,109,2020/02/10 06:00:07
2345130012,2,34,2020/02/10 06:00:07
2346050013,2,50,2020/02/10 06:00:07
2346070015,4,76,2020/02/10 06:00:07
2346110014,0,66,2020/02/10 06:00:07
2346120010,225,98,2020/02/10 06:00:07
2346130016,0,42,2020/02/10 06:00:07
2346140012,402,146,2020/02/10 06:00:07
2346150018,368,104,2020/02/10 06:00:07
2346160014,492,160,2020/02/10 06:00:07
2391020010,200,102,2020/02/10 06:00:07
2391030016,612,174,2020/02/10 06:00:07
2391030026,563,188,2020/02/10 06:00:07
2391040012,424,176,2020/02/10 06:00:07
5901010058,0,16,2020/02/10 06:00:07
5901010094,0,4,2020/02/10 06:00:07
5901010165,4,10,2020/02/10 06:00:07
5901010174,0,1,2020/02/10 06:00:07
5901010290,0,2,2020/02/10 06:00:07
5901010496,0,2,2020/02/10 06:00:07
5901011662,0,66,2020/02/10 06:00:07
5901011699,0,8,2020/02/10 06:00:07
5901011733,14,24,2020/02/10 06:00:07
5901011760,0,58,2020/02/10 06:00:07
5901011975,4,16,2020/02/10 06:00:07
5901012203,0,30,2020/02/10 06:00:07
5901012383,0,24,2020/02/10 06:00:07
5901012409,0,1,2020/02/10 06:00:07
5901012454,0,20,2020/02/10 06:00:07
5901012490,0,1,2020/02/10 06:00:07
5901012507,0,6,2020/02/10 06:00:07
5901012516,0,16,2020/02/10 06:00:07
5901012561,0,54,2020/02/10 06:00:07
5901012570,0,12,2020/02/10 06:00:07
5901012632,0,1,2020/02/10 06:00:07
5901012650,0,2,2020/02/10 06:00:07
5901012669,2,60,2020/02/10 06:00:07
5901012712,0,22,2020/02/10 06:00:07
5901012749,0,30,2020/02/10 06:00:07
5901012758,0,18,2020/02/10 06:00:07
5901012767,0,10,2020/02/10 06:00:07
5901013004,0,32,2020/02/10 06:00:07
5901013095,6,0,2020/02/10 06:00:07
5901013120,0,19,2020/02/10 06:00:07
5901013148,0,2,2020/02/10 06:00:07
5901013157,0,4,2020/02/10 06:00:07
5901013200,2,6,2020/02/10 06:00:07
5901013246,0,18,2020/02/10 06:00:07
5901013264,4,46,2020/02/10 06:00:07
5901013308,2,0,2020/02/10 06:00:07
5901013344,0,4,2020/02/10 06:00:07
5901013371,0,48,2020/02/10 06:00:07
5901013399,0,8,2020/02/10 06:00:07
5901013406,0,22,2020/02/10 06:00:07
5901013442,2,86,2020/02/10 06:00:07
5901013451,0,32,2020/02/10 06:00:07
5901013460,0,10,2020/02/10 06:00:07
5901013488,6,50,2020/02/10 06:00:07
5901013497,0,4,2020/02/10 06:00:07
5901013513,4,6,2020/02/10 06:00:07
