醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,420,189,2020/02/10 14:00:07
0291010010,404,130,2020/02/10 14:00:07
2331170017,200,50,2020/02/10 14:00:07
2331200010,6,0,2020/02/10 14:00:07
2331240014,0,150,2020/02/10 14:00:07
2331260016,0,42,2020/02/10 14:00:07
2331290014,6,18,2020/02/10 14:00:07
2333070010,0,20,2020/02/10 14:00:07
2333120015,1,128,2020/02/10 14:00:07
2333140017,143,84,2020/02/10 14:00:07
2334050012,200,50,2020/02/10 14:00:07
2334110013,8,94,2020/02/10 14:00:07
2335110017,12,58,2020/02/10 14:00:07
2335150011,0,2,2020/02/10 14:00:07
2335170013,0,52,2020/02/10 14:00:07
2335180019,252,164,2020/02/10 14:00:07
2336210034,168,114,2020/02/10 14:00:07
2337160015,200,50,2020/02/10 14:00:07
2338070010,198,72,2020/02/10 14:00:07
2338120015,0,74,2020/02/10 14:00:07
2340170016,0,36,2020/02/10 14:00:07
2341140012,400,100,2020/02/10 14:00:07
2341250013,0,164,2020/02/10 14:00:07
2341300018,40,172,2020/02/10 14:00:07
2342080015,200,50,2020/02/10 14:00:07
2342130010,38,152,2020/02/10 14:00:07
2342180010,0,16,2020/02/10 14:00:07
2342250017,438,154,2020/02/10 14:00:07
2342260013,656,196,2020/02/10 14:00:07
2342270019,256,52,2020/02/10 14:00:07
2343220013,200,50,2020/02/10 14:00:07
2343240015,24,62,2020/02/10 14:00:07
2343260017,660,198,2020/02/10 14:00:07
2343270013,980,269,2020/02/10 14:00:07
2343280019,98,98,2020/02/10 14:00:07
2343290015,656,194,2020/02/10 14:00:07
2343300016,722,204,2020/02/10 14:00:07
2343320018,648,196,2020/02/10 14:00:07
2343330014,466,152,2020/02/10 14:00:07
2344011036,176,144,2020/02/10 14:00:07
2344030013,10,42,2020/02/10 14:00:07
2344030022,208,140,2020/02/10 14:00:07
2344030031,552,206,2020/02/10 14:00:07
2344050015,94,196,2020/02/10 14:00:07
2344050024,512,208,2020/02/10 14:00:07
2344060011,2,130,2020/02/10 14:00:07
2345100014,5,164,2020/02/10 14:00:07
2345110010,75,24,2020/02/10 14:00:07
2345120016,280,185,2020/02/10 14:00:07
2345130012,94,67,2020/02/10 14:00:07
2346050013,26,82,2020/02/10 14:00:07
