醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,110,41,2020/02/06 14:10:05
0291010010,202,64,2020/02/06 14:10:05
0421040011,200,50,2020/02/06 14:10:05
0617060018,200,50,2020/02/06 14:10:05
1140030012,0,22,2020/02/06 14:10:05
1141310019,200,50,2020/02/06 14:10:05
1145010010,200,50,2020/02/06 14:10:05
1231050017,200,50,2020/02/06 14:10:05
2331170017,200,50,2020/02/06 14:10:05
2331210016,200,50,2020/02/06 14:10:05
2331240014,0,46,2020/02/06 14:10:05
2331260016,20,22,2020/02/06 14:10:05
2331290014,202,64,2020/02/06 14:10:05
2333070010,202,62,2020/02/06 14:10:05
2333120015,16,34,2020/02/06 14:10:05
2333140017,94,24,2020/02/06 14:10:05
2334110013,204,72,2020/02/06 14:10:05
2335110017,8,4,2020/02/06 14:10:05
2335170013,10,20,2020/02/06 14:10:05
2335180019,52,30,2020/02/06 14:10:05
2336200010,200,50,2020/02/06 14:10:05
2338050018,200,50,2020/02/06 14:10:05
2338070010,160,46,2020/02/06 14:10:05
2341140012,200,50,2020/02/06 14:10:05
2341250013,2,22,2020/02/06 14:10:05
2341300018,38,44,2020/02/06 14:10:05
2342050017,200,50,2020/02/06 14:10:05
2342130010,200,90,2020/02/06 14:10:05
2342180010,2,4,2020/02/06 14:10:05
2342250017,110,40,2020/02/06 14:10:05
2342260013,124,44,2020/02/06 14:10:05
2342270019,178,50,2020/02/06 14:10:05
2343140010,200,50,2020/02/06 14:10:05
2343240015,8,24,2020/02/06 14:10:05
2343250011,200,50,2020/02/06 14:10:05
2343260017,128,42,2020/02/06 14:10:05
2343270013,150,35,2020/02/06 14:10:05
2343280019,44,26,2020/02/06 14:10:05
2343290015,132,42,2020/02/06 14:10:05
2343300016,276,66,2020/02/06 14:10:05
2343320018,102,34,2020/02/06 14:10:05
2343330014,70,26,2020/02/06 14:10:05
2344011036,132,44,2020/02/06 14:10:05
2344030013,14,8,2020/02/06 14:10:05
2344030022,4,28,2020/02/06 14:10:05
2344030031,198,50,2020/02/06 14:10:05
2344050015,66,50,2020/02/06 14:10:05
2344050024,314,96,2020/02/06 14:10:05
2344060011,0,24,2020/02/06 14:10:05
2345100014,0,18,2020/02/06 14:10:05
2345110010,0,24,2020/02/06 14:10:05
2345120016,50,38,2020/02/06 14:10:05
2345130012,58,28,2020/02/06 14:10:05
2346050013,36,38,2020/02/06 14:10:05
2346070015,76,32,2020/02/06 14:10:05
2346110014,64,38,2020/02/06 14:10:05
2346120010,162,48,2020/02/06 14:10:05
2346130016,0,14,2020/02/06 14:10:05
2346140012,394,100,2020/02/06 14:10:05
2346150018,144,42,2020/02/06 14:10:05
2346160014,200,50,2020/02/06 14:10:05
2390040518,42,26,2020/02/06 14:10:05
2390050032,0,10,2020/02/06 14:10:05
2391020010,6,46,2020/02/06 14:10:05
2391030016,187,44,2020/02/06 14:10:05
2391030026,170,48,2020/02/06 14:10:05
2391040012,152,46,2020/02/06 14:10:05
3501200000,298,75,2020/02/06 14:10:05
3512013636,200,50,2020/02/06 14:10:05
3701121872,200,50,2020/02/06 14:10:05
3701183667,200,50,2020/02/06 14:10:05
3834021263,200,50,2020/02/06 14:10:05
5901010058,0,28,2020/02/06 14:10:05
5901010076,4,8,2020/02/06 14:10:05
5901010085,0,2,2020/02/06 14:10:05
5901010094,40,38,2020/02/06 14:10:05
5901010165,4,18,2020/02/06 14:10:05
5901010174,12,10,2020/02/06 14:10:05
5901010192,4,0,2020/02/06 14:10:05
5901010272,114,36,2020/02/06 14:10:05
5901010290,200,64,2020/02/06 14:10:05
5901010496,42,12,2020/02/06 14:10:05
5901010576,0,8,2020/02/06 14:10:05
5901011662,52,34,2020/02/06 14:10:05
5901011699,9,23,2020/02/06 14:10:05
5901011733,54,42,2020/02/06 14:10:05
5901011751,2,0,2020/02/06 14:10:05
5901011760,6,14,2020/02/06 14:10:05
5901011975,12,0,2020/02/06 14:10:05
5901012203,200,50,2020/02/06 14:10:05
5901012409,198,49,2020/02/06 14:10:05
5901012454,198,50,2020/02/06 14:10:05
5901012490,10,8,2020/02/06 14:10:05
5901012507,50,22,2020/02/06 14:10:05
5901012516,200,50,2020/02/06 14:10:05
5901012561,2,24,2020/02/06 14:10:05
5901012570,198,50,2020/02/06 14:10:05
5901012598,72,24,2020/02/06 14:10:05
5901012632,0,2,2020/02/06 14:10:05
5901012650,200,50,2020/02/06 14:10:05
5901012669,164,44,2020/02/06 14:10:05
5901012712,0,4,2020/02/06 14:10:05
5901012758,200,50,2020/02/06 14:10:05
5901012767,242,68,2020/02/06 14:10:05
5901012918,152,42,2020/02/06 14:10:05
5901012963,200,50,2020/02/06 14:10:05
5901013004,6,24,2020/02/06 14:10:05
5901013095,8,0,2020/02/06 14:10:05
5901013120,99,43,2020/02/06 14:10:05
5901013139,200,50,2020/02/06 14:10:05
5901013148,0,36,2020/02/06 14:10:05
5901013157,170,50,2020/02/06 14:10:05
5901013200,200,50,2020/02/06 14:10:05
5901013246,192,50,2020/02/06 14:10:05
5901013264,196,50,2020/02/06 14:10:05
5901013308,192,48,2020/02/06 14:10:05
5901013326,200,49,2020/02/06 14:10:05
5901013344,188,46,2020/02/06 14:10:05
5901013362,200,50,2020/02/06 14:10:05
5901013371,0,12,2020/02/06 14:10:05
5901013399,8,16,2020/02/06 14:10:05
5901013406,74,26,2020/02/06 14:10:05
5901013433,72,34,2020/02/06 14:10:05
5901013442,200,50,2020/02/06 14:10:05
5901013451,184,50,2020/02/06 14:10:05
5901013488,396,100,2020/02/06 14:10:05
5901013497,54,22,2020/02/06 14:10:05
5901013504,0,2,2020/02/06 14:10:05
5901013513,200,50,2020/02/06 14:10:05
5901013522,200,50,2020/02/06 14:10:05
5901020296,8,12,2020/02/06 14:10:05
5901020303,4,28,2020/02/06 14:10:05
5901020376,122,48,2020/02/06 14:10:05
5901020554,196,50,2020/02/06 14:10:05
5901020563,26,2,2020/02/06 14:10:05
5901020590,2,0,2020/02/06 14:10:05
5901020616,196,56,2020/02/06 14:10:05
5901020634,0,4,2020/02/06 14:10:05
5901020652,4,0,2020/02/06 14:10:05
5901020661,2,30,2020/02/06 14:10:05
5901020670,0,21,2020/02/06 14:10:05
5901020689,158,34,2020/02/06 14:10:05
5901020698,0,12,2020/02/06 14:10:05
5901020732,0,8,2020/02/06 14:10:05
5901020787,400,99,2020/02/06 14:10:05
5901020858,2,32,2020/02/06 14:10:05
5901020901,18,34,2020/02/06 14:10:05
5901021248,196,48,2020/02/06 14:10:05
5901021382,202,48,2020/02/06 14:10:05
5901022521,114,42,2020/02/06 14:10:05
5901022601,159,50,2020/02/06 14:10:05
5901022763,200,50,2020/02/06 14:10:05
5901022898,70,30,2020/02/06 14:10:05
5901023073,4,12,2020/02/06 14:10:05
5901023091,172,42,2020/02/06 14:10:05
5901023153,102,44,2020/02/06 14:10:05
5901023215,192,50,2020/02/06 14:10:05
5901023304,24,22,2020/02/06 14:10:05
5901023313,144,48,2020/02/06 14:10:05
5901023331,128,46,2020/02/06 14:10:05
5901023386,200,52,2020/02/06 14:10:05
5901023519,42,0,2020/02/06 14:10:05
5901023523,0,22,2020/02/06 14:10:05
5901023591,86,16,2020/02/06 14:10:05
5901023653,54,44,2020/02/06 14:10:05
5901023680,40,34,2020/02/06 14:10:05
5901023706,200,50,2020/02/06 14:10:05
5901023724,44,26,2020/02/06 14:10:05
5901023831,0,10,2020/02/06 14:10:05
5901023886,194,48,2020/02/06 14:10:05
5901023902,0,2,2020/02/06 14:10:05
5901023966,176,50,2020/02/06 14:10:05
5901024007,120,48,2020/02/06 14:10:05
5901024098,198,50,2020/02/06 14:10:05
5901024114,4,2,2020/02/06 14:10:05
5901024123,22,2,2020/02/06 14:10:05
5901024212,106,28,2020/02/06 14:10:05
5901024221,76,30,2020/02/06 14:10:05
5901024310,198,50,2020/02/06 14:10:05
5901024347,0,4,2020/02/06 14:10:05
5901024472,0,6,2020/02/06 14:10:05
5901024481,0,8,2020/02/06 14:10:05
5901024490,6,2,2020/02/06 14:10:05
5901024516,4,4,2020/02/06 14:10:05
5901024525,150,50,2020/02/06 14:10:05
5901024543,124,26,2020/02/06 14:10:05
5901024632,42,32,2020/02/06 14:10:05
5901024669,2,14,2020/02/06 14:10:05
5901024678,178,50,2020/02/06 14:10:05
5901024687,2,0,2020/02/06 14:10:05
5901024696,12,6,2020/02/06 14:10:05
5901024712,0,8,2020/02/06 14:10:05
5901024721,6,22,2020/02/06 14:10:05
5901024758,100,36,2020/02/06 14:10:05
5901024767,200,50,2020/02/06 14:10:05
5901024810,4,0,2020/02/06 14:10:05
