醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,404,189,2020/02/10 16:00:08
0291010010,404,126,2020/02/10 16:00:08
2331170017,200,50,2020/02/10 16:00:08
2331240014,0,150,2020/02/10 16:00:08
2331260016,0,42,2020/02/10 16:00:08
2331290014,0,12,2020/02/10 16:00:08
2333070010,0,18,2020/02/10 16:00:08
2333120015,1,118,2020/02/10 16:00:08
2333140017,131,78,2020/02/10 16:00:08
2334110013,0,94,2020/02/10 16:00:08
2335110017,10,56,2020/02/10 16:00:08
2335150011,0,2,2020/02/10 16:00:08
2335170013,0,52,2020/02/10 16:00:08
2335180019,230,160,2020/02/10 16:00:08
2336210034,134,112,2020/02/10 16:00:08
2337160015,200,50,2020/02/10 16:00:08
2338070010,0,54,2020/02/10 16:00:08
2338120015,0,68,2020/02/10 16:00:08
2340170016,0,26,2020/02/10 16:00:08
2341140012,400,100,2020/02/10 16:00:08
2341250013,0,164,2020/02/10 16:00:08
2341300018,22,170,2020/02/10 16:00:08
2342080015,200,50,2020/02/10 16:00:08
2342130010,20,152,2020/02/10 16:00:08
2342180010,0,12,2020/02/10 16:00:08
2342250017,438,152,2020/02/10 16:00:08
2342260013,630,192,2020/02/10 16:00:08
2342270019,250,50,2020/02/10 16:00:08
2343220013,200,50,2020/02/10 16:00:08
2343240015,24,56,2020/02/10 16:00:08
2343260017,642,194,2020/02/10 16:00:08
2343270013,974,269,2020/02/10 16:00:08
2343280019,36,84,2020/02/10 16:00:08
2343290015,656,194,2020/02/10 16:00:08
2343300016,714,204,2020/02/10 16:00:08
2343320018,636,192,2020/02/10 16:00:08
2343330014,460,148,2020/02/10 16:00:08
2344011036,174,134,2020/02/10 16:00:08
2344030013,10,40,2020/02/10 16:00:08
2344030022,194,136,2020/02/10 16:00:08
2344030031,316,156,2020/02/10 16:00:08
2344050015,74,196,2020/02/10 16:00:08
2344050024,502,208,2020/02/10 16:00:08
2344060011,0,128,2020/02/10 16:00:08
2345100014,5,160,2020/02/10 16:00:08
2345110010,9,8,2020/02/10 16:00:08
2345120016,56,131,2020/02/10 16:00:08
2345130012,70,63,2020/02/10 16:00:08
2346050013,8,62,2020/02/10 16:00:08
2346070015,5,112,2020/02/10 16:00:08
2346110014,4,96,2020/02/10 16:00:08
2346120010,335,130,2020/02/10 16:00:08
2346130016,0,50,2020/02/10 16:00:08
2346140012,554,188,2020/02/10 16:00:08
2346150018,498,144,2020/02/10 16:00:08
2346160014,642,206,2020/02/10 16:00:08
2390040518,0,16,2020/02/10 16:00:08
2390050032,0,34,2020/02/10 16:00:08
2391020010,308,146,2020/02/10 16:00:08
2391030016,800,222,2020/02/10 16:00:08
2391030026,743,230,2020/02/10 16:00:08
2391040012,596,225,2020/02/10 16:00:08
5901010058,0,42,2020/02/10 16:00:08
5901010076,0,1,2020/02/10 16:00:08
5901010085,0,10,2020/02/10 16:00:08
5901010094,15,36,2020/02/10 16:00:08
5901010165,4,26,2020/02/10 16:00:08
5901010174,6,21,2020/02/10 16:00:08
5901010192,0,12,2020/02/10 16:00:08
5901010272,0,6,2020/02/10 16:00:08
5901010290,0,14,2020/02/10 16:00:08
5901010496,14,30,2020/02/10 16:00:08
5901010576,0,6,2020/02/10 16:00:08
5901011662,52,102,2020/02/10 16:00:08
5901011699,2,38,2020/02/10 16:00:08
5901011733,20,64,2020/02/10 16:00:08
5901011760,0,84,2020/02/10 16:00:08
5901011975,6,32,2020/02/10 16:00:08
5901012203,10,64,2020/02/10 16:00:08
5901012383,0,72,2020/02/10 16:00:08
5901012409,4,36,2020/02/10 16:00:08
5901012454,6,64,2020/02/10 16:00:08
5901012490,0,35,2020/02/10 16:00:08
5901012507,0,14,2020/02/10 16:00:08
5901012516,4,44,2020/02/10 16:00:08
5901012561,0,60,2020/02/10 16:00:08
5901012570,0,38,2020/02/10 16:00:08
5901012598,10,16,2020/02/10 16:00:08
5901012632,0,41,2020/02/10 16:00:08
5901012650,0,42,2020/02/10 16:00:08
5901012669,24,106,2020/02/10 16:00:08
5901012712,0,26,2020/02/10 16:00:08
5901012749,74,80,2020/02/10 16:00:08
5901012758,62,66,2020/02/10 16:00:08
5901012767,0,22,2020/02/10 16:00:08
5901012963,0,10,2020/02/10 16:00:08
5901013004,0,70,2020/02/10 16:00:08
5901013095,202,50,2020/02/10 16:00:08
5901013120,11,39,2020/02/10 16:00:08
5901013139,0,31,2020/02/10 16:00:08
5901013148,2,2,2020/02/10 16:00:08
5901013157,0,30,2020/02/10 16:00:08
5901013200,4,28,2020/02/10 16:00:08
5901013246,0,50,2020/02/10 16:00:08
5901013264,12,84,2020/02/10 16:00:08
5901013308,64,30,2020/02/10 16:00:08
5901013326,6,28,2020/02/10 16:00:08
5901013344,0,40,2020/02/10 16:00:08
5901013362,6,16,2020/02/10 16:00:08
5901013371,0,90,2020/02/10 16:00:08
5901013380,0,20,2020/02/10 16:00:08
5901013399,104,50,2020/02/10 16:00:08
5901013406,0,50,2020/02/10 16:00:08
5901013433,0,12,2020/02/10 16:00:08
5901013442,2,86,2020/02/10 16:00:08
5901013451,0,74,2020/02/10 16:00:08
5901013460,0,20,2020/02/10 16:00:08
5901013488,94,98,2020/02/10 16:00:08
5901013497,14,42,2020/02/10 16:00:08
5901013504,0,4,2020/02/10 16:00:08
5901013513,76,42,2020/02/10 16:00:08
5901013522,4,6,2020/02/10 16:00:08
5901020296,0,102,2020/02/10 16:00:08
5901020303,8,34,2020/02/10 16:00:08
5901020376,30,46,2020/02/10 16:00:08
5901020465,10,42,2020/02/10 16:00:08
5901020554,70,40,2020/02/10 16:00:08
5901020563,0,10,2020/02/10 16:00:08
5901020590,0,6,2020/02/10 16:00:08
5901020616,0,38,2020/02/10 16:00:08
5901020634,8,56,2020/02/10 16:00:08
5901020652,0,42,2020/02/10 16:00:08
5901020661,0,28,2020/02/10 16:00:08
5901020670,29,129,2020/02/10 16:00:08
5901020689,88,100,2020/02/10 16:00:08
5901020698,0,50,2020/02/10 16:00:08
5901020732,0,44,2020/02/10 16:00:08
5901020787,14,36,2020/02/10 16:00:08
5901020858,0,22,2020/02/10 16:00:08
5901020876,0,12,2020/02/10 16:00:08
5901020901,4,138,2020/02/10 16:00:08
5901021248,0,2,2020/02/10 16:00:08
5901021346,0,36,2020/02/10 16:00:08
5901021382,0,18,2020/02/10 16:00:08
5901021408,2,66,2020/02/10 16:00:08
5901022521,0,30,2020/02/10 16:00:08
5901022601,6,38,2020/02/10 16:00:08
5901022898,0,40,2020/02/10 16:00:08
5901023073,0,70,2020/02/10 16:00:08
5901023091,338,186,2020/02/10 16:00:08
5901023153,30,106,2020/02/10 16:00:08
5901023215,0,118,2020/02/10 16:00:08
5901023304,20,4,2020/02/10 16:00:08
5901023313,25,68,2020/02/10 16:00:08
5901023331,0,114,2020/02/10 16:00:08
5901023386,18,58,2020/02/10 16:00:08
5901023519,0,4,2020/02/10 16:00:08
5901023523,0,40,2020/02/10 16:00:08
5901023591,0,68,2020/02/10 16:00:08
5901023653,6,39,2020/02/10 16:00:08
5901023680,46,62,2020/02/10 16:00:08
