醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,166,111,2020/02/08 22:00:36
0291010010,204,52,2020/02/08 22:00:36
2331170017,200,50,2020/02/08 22:00:36
2331200010,2,0,2020/02/08 22:00:36
2331210016,200,50,2020/02/08 22:00:36
2331240014,0,90,2020/02/08 22:00:36
2331260016,0,10,2020/02/08 22:00:36
2333070010,2,40,2020/02/08 22:00:36
2333080016,200,50,2020/02/08 22:00:36
2333120015,34,74,2020/02/08 22:00:36
2333140017,44,36,2020/02/08 22:00:36
2334110013,40,58,2020/02/08 22:00:36
2335110017,10,32,2020/02/08 22:00:36
2335150011,0,34,2020/02/08 22:00:36
2335170013,1,48,2020/02/08 22:00:36
2335180019,150,84,2020/02/08 22:00:36
2336210034,92,44,2020/02/08 22:00:36
2337160015,200,50,2020/02/08 22:00:36
2338050018,200,50,2020/02/08 22:00:36
2338070010,0,22,2020/02/08 22:00:36
2338120015,6,40,2020/02/08 22:00:36
2340170016,16,12,2020/02/08 22:00:36
2341140012,400,100,2020/02/08 22:00:36
2341250013,11,48,2020/02/08 22:00:36
2341300018,80,106,2020/02/08 22:00:36
2342080015,200,50,2020/02/08 22:00:36
2342130010,62,82,2020/02/08 22:00:36
2342180010,0,22,2020/02/08 22:00:36
2342250017,260,90,2020/02/08 22:00:36
2342260013,306,106,2020/02/08 22:00:36
2342270019,362,106,2020/02/08 22:00:36
2343240015,92,36,2020/02/08 22:00:36
2343260017,356,114,2020/02/08 22:00:36
2343270013,658,177,2020/02/08 22:00:36
2343280019,62,52,2020/02/08 22:00:36
2343290015,560,150,2020/02/08 22:00:36
2343300016,454,114,2020/02/08 22:00:36
2343320018,306,104,2020/02/08 22:00:36
2343330014,156,70,2020/02/08 22:00:36
2344011036,52,76,2020/02/08 22:00:36
2344030013,204,56,2020/02/08 22:00:36
2344030022,18,60,2020/02/08 22:00:36
2344030031,116,68,2020/02/08 22:00:36
2344050015,56,128,2020/02/08 22:00:36
2344050024,432,166,2020/02/08 22:00:36
2344060011,0,82,2020/02/08 22:00:36
2345100014,4,42,2020/02/08 22:00:36
2345120016,30,86,2020/02/08 22:00:36
2345130012,6,32,2020/02/08 22:00:36
2346050013,60,46,2020/02/08 22:00:36
2346070015,62,56,2020/02/08 22:00:36
2346110014,0,60,2020/02/08 22:00:36
2346120010,139,66,2020/02/08 22:00:36
2346130016,0,24,2020/02/08 22:00:36
2346140012,282,100,2020/02/08 22:00:36
2346150018,320,76,2020/02/08 22:00:36
2346160014,390,126,2020/02/08 22:00:36
2390040518,0,4,2020/02/08 22:00:36
2390050032,0,20,2020/02/08 22:00:36
2391020010,200,84,2020/02/08 22:00:36
2391030016,436,134,2020/02/08 22:00:36
2391030026,455,140,2020/02/08 22:00:36
2391040012,248,128,2020/02/08 22:00:36
5901010058,0,16,2020/02/08 22:00:36
5901010076,0,14,2020/02/08 22:00:36
5901010085,0,18,2020/02/08 22:00:36
5901010094,0,8,2020/02/08 22:00:36
5901010165,0,24,2020/02/08 22:00:36
5901010174,0,28,2020/02/08 22:00:36
5901010192,0,22,2020/02/08 22:00:36
5901010290,0,12,2020/02/08 22:00:36
5901010496,0,12,2020/02/08 22:00:36
5901011662,0,66,2020/02/08 22:00:36
5901011699,0,8,2020/02/08 22:00:36
5901011733,14,24,2020/02/08 22:00:36
5901011751,0,26,2020/02/08 22:00:36
5901011760,0,58,2020/02/08 22:00:36
5901011975,4,16,2020/02/08 22:00:36
5901012203,0,30,2020/02/08 22:00:36
5901012383,2,46,2020/02/08 22:00:36
5901012409,0,31,2020/02/08 22:00:36
5901012454,0,6,2020/02/08 22:00:36
5901012507,0,6,2020/02/08 22:00:36
5901012516,2,16,2020/02/08 22:00:36
5901012561,0,6,2020/02/08 22:00:36
5901012570,0,12,2020/02/08 22:00:36
5901012632,0,14,2020/02/08 22:00:36
5901012650,0,30,2020/02/08 22:00:36
5901012669,2,60,2020/02/08 22:00:36
5901012712,0,22,2020/02/08 22:00:36
5901012749,0,40,2020/02/08 22:00:36
5901012758,0,12,2020/02/08 22:00:36
5901012767,0,28,2020/02/08 22:00:36
5901012918,0,22,2020/02/08 22:00:36
5901012963,0,12,2020/02/08 22:00:36
5901013004,0,32,2020/02/08 22:00:36
5901013095,8,2,2020/02/08 22:00:36
5901013120,0,15,2020/02/08 22:00:36
5901013139,0,23,2020/02/08 22:00:36
5901013148,0,24,2020/02/08 22:00:36
5901013175,0,4,2020/02/08 22:00:36
5901013200,0,28,2020/02/08 22:00:36
5901013246,0,18,2020/02/08 22:00:36
5901013264,4,46,2020/02/08 22:00:36
5901013308,2,32,2020/02/08 22:00:36
5901013344,0,26,2020/02/08 22:00:36
5901013371,0,38,2020/02/08 22:00:36
5901013380,0,8,2020/02/08 22:00:36
5901013399,0,8,2020/02/08 22:00:36
5901013406,0,22,2020/02/08 22:00:36
5901013433,0,6,2020/02/08 22:00:36
5901013442,4,68,2020/02/08 22:00:36
5901013451,0,32,2020/02/08 22:00:36
5901013460,0,12,2020/02/08 22:00:36
5901013488,6,50,2020/02/08 22:00:36
5901013497,4,18,2020/02/08 22:00:36
5901013504,0,20,2020/02/08 22:00:36
5901013513,0,16,2020/02/08 22:00:36
5901013522,204,70,2020/02/08 22:00:36
5901020296,0,58,2020/02/08 22:00:36
5901020303,0,14,2020/02/08 22:00:36
5901020376,0,16,2020/02/08 22:00:36
5901020554,0,2,2020/02/08 22:00:36
5901020563,0,4,2020/02/08 22:00:36
5901020590,0,30,2020/02/08 22:00:36
5901020616,0,34,2020/02/08 22:00:36
5901020634,0,32,2020/02/08 22:00:36
5901020652,0,20,2020/02/08 22:00:36
5901020661,0,22,2020/02/08 22:00:36
5901020670,0,49,2020/02/08 22:00:36
5901020689,0,36,2020/02/08 22:00:36
5901020698,2,20,2020/02/08 22:00:36
5901020732,0,18,2020/02/08 22:00:36
5901020787,0,18,2020/02/08 22:00:36
5901020858,0,2,2020/02/08 22:00:36
5901020876,0,8,2020/02/08 22:00:36
5901020901,0,54,2020/02/08 22:00:36
5901021346,0,18,2020/02/08 22:00:36
5901021408,2,66,2020/02/08 22:00:36
5901022521,10,38,2020/02/08 22:00:36
5901022601,3,6,2020/02/08 22:00:36
5901022898,0,32,2020/02/08 22:00:36
5901023073,0,30,2020/02/08 22:00:36
5901023091,98,96,2020/02/08 22:00:36
5901023153,0,72,2020/02/08 22:00:36
5901023215,4,42,2020/02/08 22:00:36
5901023304,2,4,2020/02/08 22:00:36
5901023313,0,32,2020/02/08 22:00:36
5901023331,2,62,2020/02/08 22:00:36
5901023386,0,36,2020/02/08 22:00:36
5901023519,0,28,2020/02/08 22:00:36
5901023591,0,32,2020/02/08 22:00:36
5901023653,0,16,2020/02/08 22:00:36
5901023680,0,44,2020/02/08 22:00:36
5901023706,0,48,2020/02/08 22:00:36
5901023724,0,20,2020/02/08 22:00:36
5901023831,0,12,2020/02/08 22:00:36
5901023902,0,12,2020/02/08 22:00:36
5901023966,0,16,2020/02/08 22:00:36
5901024098,0,26,2020/02/08 22:00:36
5901024123,2,16,2020/02/08 22:00:36
5901024178,0,10,2020/02/08 22:00:36
5901024212,0,56,2020/02/08 22:00:36
5901024221,0,26,2020/02/08 22:00:36
5901024347,0,4,2020/02/08 22:00:36
5901024472,0,34,2020/02/08 22:00:36
5901024525,0,36,2020/02/08 22:00:36
5901024543,0,16,2020/02/08 22:00:36
5901024632,8,24,2020/02/08 22:00:36
5901024669,0,46,2020/02/08 22:00:36
5901024696,0,4,2020/02/08 22:00:36
5901024703,0,24,2020/02/08 22:00:36
5901024712,0,6,2020/02/08 22:00:36
5901024758,0,8,2020/02/08 22:00:36
5901024767,0,18,2020/02/08 22:00:36
5901024829,0,18,2020/02/08 22:00:36
5901024838,0,30,2020/02/08 22:00:36
5901024856,0,28,2020/02/08 22:00:36
5901024865,0,32,2020/02/08 22:00:36
5901024874,0,2,2020/02/08 22:00:36
5901024883,0,8,2020/02/08 22:00:36
5901024892,0,24,2020/02/08 22:00:36
5901024909,0,18,2020/02/08 22:00:36
5901024918,0,8,2020/02/08 22:00:36
5901024927,200,50,2020/02/08 22:00:36
