醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,84,67,2020/02/07 18:00:35
0291010010,204,48,2020/02/07 18:00:35
2331170017,200,50,2020/02/07 18:00:35
2331200010,2,0,2020/02/07 18:00:35
2331210016,200,50,2020/02/07 18:00:35
2331240014,0,64,2020/02/07 18:00:35
2331260016,0,16,2020/02/07 18:00:35
2333070010,2,0,2020/02/07 18:00:35
2333080016,200,50,2020/02/07 18:00:35
2333120015,0,36,2020/02/07 18:00:35
2333140017,104,44,2020/02/07 18:00:35
2334090016,200,50,2020/02/07 18:00:35
2334110013,6,20,2020/02/07 18:00:35
2335110017,10,0,2020/02/07 18:00:35
2335150011,0,2,2020/02/07 18:00:35
2335170013,1,14,2020/02/07 18:00:35
2335180019,0,34,2020/02/07 18:00:35
2336210034,44,22,2020/02/07 18:00:35
2337160015,200,50,2020/02/07 18:00:35
2338050018,200,50,2020/02/07 18:00:35
2338120015,0,8,2020/02/07 18:00:35
2341140012,400,100,2020/02/07 18:00:35
2341250013,0,6,2020/02/07 18:00:35
2341300018,0,58,2020/02/07 18:00:35
2342080015,200,50,2020/02/07 18:00:35
2342130010,0,42,2020/02/07 18:00:35
2342250017,84,44,2020/02/07 18:00:35
2342260013,154,66,2020/02/07 18:00:35
2342270019,212,64,2020/02/07 18:00:35
2343240015,18,6,2020/02/07 18:00:35
2343260017,172,66,2020/02/07 18:00:35
2343270013,468,131,2020/02/07 18:00:35
2343280019,2,16,2020/02/07 18:00:35
2343290015,180,54,2020/02/07 18:00:35
2343300016,300,66,2020/02/07 18:00:35
2343320018,174,66,2020/02/07 18:00:35
2343330014,56,32,2020/02/07 18:00:35
2344011036,28,42,2020/02/07 18:00:35
2344030013,4,2,2020/02/07 18:00:35
2344030022,0,20,2020/02/07 18:00:35
2344030031,0,20,2020/02/07 18:00:35
2344050015,2,84,2020/02/07 18:00:35
2344050024,110,80,2020/02/07 18:00:35
2344060011,0,38,2020/02/07 18:00:35
2345100014,0,2,2020/02/07 18:00:35
2345120016,2,54,2020/02/07 18:00:35
2346050013,4,20,2020/02/07 18:00:35
2346070015,0,20,2020/02/07 18:00:35
2346110014,0,22,2020/02/07 18:00:35
2346120010,22,34,2020/02/07 18:00:35
2346130016,2,0,2020/02/07 18:00:35
2346140012,116,54,2020/02/07 18:00:35
2346150018,180,36,2020/02/07 18:00:35
2346160014,250,86,2020/02/07 18:00:35
2390050032,0,2,2020/02/07 18:00:35
2391020010,200,56,2020/02/07 18:00:35
2391030016,252,88,2020/02/07 18:00:35
2391030026,273,92,2020/02/07 18:00:35
2391040012,98,80,2020/02/07 18:00:35
5901010058,0,4,2020/02/07 18:00:35
5901010094,14,2,2020/02/07 18:00:35
5901010496,0,2,2020/02/07 18:00:35
5901011662,0,42,2020/02/07 18:00:35
5901011733,16,30,2020/02/07 18:00:35
5901011760,0,12,2020/02/07 18:00:35
5901011975,4,0,2020/02/07 18:00:35
5901012203,10,0,2020/02/07 18:00:35
5901012383,16,10,2020/02/07 18:00:35
5901012454,166,14,2020/02/07 18:00:35
5901012490,200,53,2020/02/07 18:00:35
5901012507,0,4,2020/02/07 18:00:35
5901012516,24,0,2020/02/07 18:00:35
5901012570,198,50,2020/02/07 18:00:35
5901012598,4,0,2020/02/07 18:00:35
5901012632,0,2,2020/02/07 18:00:35
5901012650,0,2,2020/02/07 18:00:35
5901012669,2,60,2020/02/07 18:00:35
5901012749,2,12,2020/02/07 18:00:35
5901012758,4,6,2020/02/07 18:00:35
5901012767,0,6,2020/02/07 18:00:35
5901012918,2,0,2020/02/07 18:00:35
5901012963,4,6,2020/02/07 18:00:35
5901013095,6,0,2020/02/07 18:00:35
5901013120,5,13,2020/02/07 18:00:35
5901013148,0,6,2020/02/07 18:00:35
5901013246,2,0,2020/02/07 18:00:35
5901013264,2,6,2020/02/07 18:00:35
5901013308,14,2,2020/02/07 18:00:35
5901013344,0,2,2020/02/07 18:00:35
5901013362,2,2,2020/02/07 18:00:35
5901013371,0,10,2020/02/07 18:00:35
5901013399,2,0,2020/02/07 18:00:35
5901013442,200,60,2020/02/07 18:00:35
5901013451,0,4,2020/02/07 18:00:35
5901013460,2,8,2020/02/07 18:00:35
5901013488,16,26,2020/02/07 18:00:35
5901013497,10,12,2020/02/07 18:00:35
5901013513,12,20,2020/02/07 18:00:35
5901013522,200,56,2020/02/07 18:00:35
5901020296,0,16,2020/02/07 18:00:35
5901020303,0,8,2020/02/07 18:00:35
5901020376,4,0,2020/02/07 18:00:35
5901020465,0,2,2020/02/07 18:00:35
5901020554,8,14,2020/02/07 18:00:35
5901020590,0,4,2020/02/07 18:00:35
5901020616,0,2,2020/02/07 18:00:35
5901020670,0,19,2020/02/07 18:00:35
5901020689,76,14,2020/02/07 18:00:35
5901020787,2,6,2020/02/07 18:00:35
5901020876,2,0,2020/02/07 18:00:35
5901020901,0,22,2020/02/07 18:00:35
5901021248,200,72,2020/02/07 18:00:35
5901021382,4,0,2020/02/07 18:00:35
5901021408,2,46,2020/02/07 18:00:35
5901022521,2,0,2020/02/07 18:00:35
5901022601,7,0,2020/02/07 18:00:35
5901022898,0,18,2020/02/07 18:00:35
5901023073,2,0,2020/02/07 18:00:35
5901023091,146,70,2020/02/07 18:00:35
5901023153,0,44,2020/02/07 18:00:35
5901023215,4,0,2020/02/07 18:00:35
5901023304,6,10,2020/02/07 18:00:35
5901023313,6,14,2020/02/07 18:00:35
5901023331,0,34,2020/02/07 18:00:35
5901023386,6,12,2020/02/07 18:00:35
5901023519,2,0,2020/02/07 18:00:35
5901023591,58,14,2020/02/07 18:00:35
5901023653,2,6,2020/02/07 18:00:35
5901023680,6,14,2020/02/07 18:00:35
5901023706,0,6,2020/02/07 18:00:35
5901023724,2,0,2020/02/07 18:00:35
5901023886,20,22,2020/02/07 18:00:35
5901024007,2,0,2020/02/07 18:00:35
5901024098,6,26,2020/02/07 18:00:35
5901024114,10,0,2020/02/07 18:00:35
5901024123,14,4,2020/02/07 18:00:35
5901024178,8,0,2020/02/07 18:00:35
5901024212,0,20,2020/02/07 18:00:35
5901024221,10,30,2020/02/07 18:00:35
5901024347,0,4,2020/02/07 18:00:35
5901024481,0,2,2020/02/07 18:00:35
5901024632,12,20,2020/02/07 18:00:35
5901024669,0,22,2020/02/07 18:00:35
5901024703,0,2,2020/02/07 18:00:35
5901024767,6,24,2020/02/07 18:00:35
5901024856,100,30,2020/02/07 18:00:35
5901024865,0,22,2020/02/07 18:00:35
5901024874,10,4,2020/02/07 18:00:35
5901024883,16,10,2020/02/07 18:00:35
5901024892,2,0,2020/02/07 18:00:35
5901024918,0,12,2020/02/07 18:00:35
5901024927,200,50,2020/02/07 18:00:35
5901090074,0,6,2020/02/07 18:00:35
5901090154,0,2,2020/02/07 18:00:35
5901090181,0,4,2020/02/07 18:00:35
5901090216,4,22,2020/02/07 18:00:35
5901090243,0,2,2020/02/07 18:00:35
5901090323,0,2,2020/02/07 18:00:35
5901091473,14,0,2020/02/07 18:00:35
5901091857,0,2,2020/02/07 18:00:35
5901091884,0,4,2020/02/07 18:00:35
5901091973,0,4,2020/02/07 18:00:35
5901091991,12,0,2020/02/07 18:00:35
5901092041,6,2,2020/02/07 18:00:35
5901092069,12,10,2020/02/07 18:00:35
5901100057,0,2,2020/02/07 18:00:35
5901100333,18,20,2020/02/07 18:00:35
5901100342,0,4,2020/02/07 18:00:35
5901100422,4,0,2020/02/07 18:00:35
5901100431,0,14,2020/02/07 18:00:35
5901100440,10,10,2020/02/07 18:00:35
5901100495,4,2,2020/02/07 18:00:35
5901100664,6,52,2020/02/07 18:00:35
5901100717,100,0,2020/02/07 18:00:35
5901100735,26,8,2020/02/07 18:00:35
5901100959,2,8,2020/02/07 18:00:35
5901101072,0,14,2020/02/07 18:00:35
5901101205,12,2,2020/02/07 18:00:35
5901101250,10,20,2020/02/07 18:00:35
5901101536,4,0,2020/02/07 18:00:35
5901101625,2,0,2020/02/07 18:00:35
5901101652,0,4,2020/02/07 18:00:35
5901102015,4,4,2020/02/07 18:00:35
5901102060,14,6,2020/02/07 18:00:35
5901102417,2,4,2020/02/07 18:00:35
5901102515,202,44,2020/02/07 18:00:35
5901102579,12,8,2020/02/07 18:00:35
5901102597,0,18,2020/02/07 18:00:35
5901102677,0,14,2020/02/07 18:00:35
5901102748,0,2,2020/02/07 18:00:35
5901102828,12,0,2020/02/07 18:00:35
5901103147,4,40,2020/02/07 18:00:35
5901103183,0,2,2020/02/07 18:00:35
5901103209,0,2,2020/02/07 18:00:35
5901103325,14,3,2020/02/07 18:00:35
5901103343,100,30,2020/02/07 18:00:35
5901103423,78,0,2020/02/07 18:00:35
5901103450,2,22,2020/02/07 18:00:35
5901103469,0,2,2020/02/07 18:00:35
5901103487,10,4,2020/02/07 18:00:35
5901103496,0,22,2020/02/07 18:00:35
5901103512,400,104,2020/02/07 18:00:35
5901103521,0,14,2020/02/07 18:00:35
5901103530,2,0,2020/02/07 18:00:35
5901103558,6,0,2020/02/07 18:00:35
5901103576,4,0,2020/02/07 18:00:35
5901103585,50,30,2020/02/07 18:00:35
5901110080,8,4,2020/02/07 18:00:35
5901110268,0,2,2020/02/07 18:00:35
5901110311,2,0,2020/02/07 18:00:35
5901110624,0,6,2020/02/07 18:00:35
5901111890,4,0,2020/02/07 18:00:35
5901111934,0,4,2020/02/07 18:00:35
5901112351,4,4,2020/02/07 18:00:35
5901112593,4,2,2020/02/07 18:00:35
5901112600,6,0,2020/02/07 18:00:35
5901112682,2,2,2020/02/07 18:00:35
5901112726,21,2,2020/02/07 18:00:35
5901112762,1,0,2020/02/07 18:00:35
5901112780,5,198,2020/02/07 18:00:35
5901112824,8,0,2020/02/07 18:00:35
5901112842,5,2,2020/02/07 18:00:35
5901112995,0,10,2020/02/07 18:00:35
5901113018,0,24,2020/02/07 18:00:35
5901113027,0,16,2020/02/07 18:00:35
5901113045,0,4,2020/02/07 18:00:35
5901113143,0,2,2020/02/07 18:00:35
5901113198,0,4,2020/02/07 18:00:35
5901113223,2,6,2020/02/07 18:00:35
5901113232,0,4,2020/02/07 18:00:35
5901113296,0,2,2020/02/07 18:00:35
5901113312,2,2,2020/02/07 18:00:35
5901113330,0,2,2020/02/07 18:00:35
5901113376,200,72,2020/02/07 18:00:35
5901113385,8,18,2020/02/07 18:00:35
5901113438,0,2,2020/02/07 18:00:35
5901113456,0,2,2020/02/07 18:00:35
5901113527,0,2,2020/02/07 18:00:35
5901113536,194,54,2020/02/07 18:00:35
5901113554,102,24,2020/02/07 18:00:35
5901120022,50,10,2020/02/07 18:00:35
5901120139,0,2,2020/02/07 18:00:35
5901120175,14,0,2020/02/07 18:00:35
5901120184,194,54,2020/02/07 18:00:35
5901121421,14,26,2020/02/07 18:00:35
5901121449,9,17,2020/02/07 18:00:35
5901121574,4,30,2020/02/07 18:00:35
5901121592,4,16,2020/02/07 18:00:35
5901121618,148,36,2020/02/07 18:00:35
5901121672,80,22,2020/02/07 18:00:35
5901121734,95,26,2020/02/07 18:00:35
5901121823,0,16,2020/02/07 18:00:35
5901121841,200,50,2020/02/07 18:00:35
5901121850,10,0,2020/02/07 18:00:35
5901121869,0,6,2020/02/07 18:00:35
5901121896,1,0,2020/02/07 18:00:35
5901121912,2,28,2020/02/07 18:00:35
5901121930,0,2,2020/02/07 18:00:35
5901121985,196,76,2020/02/07 18:00:35
5901122026,2,50,2020/02/07 18:00:35
5901122035,6,18,2020/02/07 18:00:35
5901150128,12,0,2020/02/07 18:00:35
5901150146,0,1,2020/02/07 18:00:35
5901150235,4,24,2020/02/07 18:00:35
5901150271,4,0,2020/02/07 18:00:35
5901150342,0,26,2020/02/07 18:00:35
5901150459,176,50,2020/02/07 18:00:35
5901150468,0,2,2020/02/07 18:00:35
5901150511,0,22,2020/02/07 18:00:35
5901150548,2,6,2020/02/07 18:00:35
5901150593,0,6,2020/02/07 18:00:35
5901150682,0,4,2020/02/07 18:00:35
5901150815,162,60,2020/02/07 18:00:35
5901151956,32,0,2020/02/07 18:00:35
5901152024,54,8,2020/02/07 18:00:35
5901152122,0,2,2020/02/07 18:00:35
5901152471,236,100,2020/02/07 18:00:35
5901152604,0,11,2020/02/07 18:00:35
5901152640,0,4,2020/02/07 18:00:35
5901152686,0,4,2020/02/07 18:00:35
5901152739,2,2,2020/02/07 18:00:35
5901152793,0,8,2020/02/07 18:00:35
5901152837,0,22,2020/02/07 18:00:35
5901152873,200,54,2020/02/07 18:00:35
5901152882,194,56,2020/02/07 18:00:35
5901153058,0,20,2020/02/07 18:00:35
