醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,96,67,2020/02/07 16:00:35
0291010010,204,48,2020/02/07 16:00:35
2331170017,200,50,2020/02/07 16:00:35
2331200010,2,0,2020/02/07 16:00:35
2331210016,200,50,2020/02/07 16:00:35
2331240014,0,64,2020/02/07 16:00:35
2331260016,8,22,2020/02/07 16:00:35
2333070010,2,0,2020/02/07 16:00:35
2333080016,200,50,2020/02/07 16:00:35
2333120015,0,38,2020/02/07 16:00:35
2333140017,110,46,2020/02/07 16:00:35
2334110013,6,20,2020/02/07 16:00:35
2335110017,10,0,2020/02/07 16:00:35
2335150011,0,2,2020/02/07 16:00:35
2335170013,1,14,2020/02/07 16:00:35
2335180019,0,34,2020/02/07 16:00:35
2336210034,46,24,2020/02/07 16:00:35
2337160015,200,50,2020/02/07 16:00:35
2338050018,200,50,2020/02/07 16:00:35
2338120015,0,8,2020/02/07 16:00:35
2341140012,200,50,2020/02/07 16:00:35
2341250013,0,10,2020/02/07 16:00:35
2341300018,0,60,2020/02/07 16:00:35
2342080015,200,50,2020/02/07 16:00:35
2342130010,0,42,2020/02/07 16:00:35
2342250017,94,44,2020/02/07 16:00:35
2342260013,158,66,2020/02/07 16:00:35
2342270019,216,64,2020/02/07 16:00:35
2343240015,18,6,2020/02/07 16:00:35
2343260017,172,66,2020/02/07 16:00:35
2343270013,472,131,2020/02/07 16:00:35
2343280019,2,16,2020/02/07 16:00:35
2343290015,182,54,2020/02/07 16:00:35
2343300016,304,72,2020/02/07 16:00:35
2343320018,178,72,2020/02/07 16:00:35
2343330014,64,34,2020/02/07 16:00:35
2344011036,36,44,2020/02/07 16:00:35
2344030013,12,10,2020/02/07 16:00:35
2344030022,0,20,2020/02/07 16:00:35
2344030031,86,50,2020/02/07 16:00:35
2344050015,6,84,2020/02/07 16:00:35
2344050024,124,80,2020/02/07 16:00:35
2344060011,0,38,2020/02/07 16:00:35
2345100014,0,2,2020/02/07 16:00:35
2345120016,16,54,2020/02/07 16:00:35
2346050013,4,20,2020/02/07 16:00:35
2346070015,0,20,2020/02/07 16:00:35
2346110014,0,24,2020/02/07 16:00:35
2346120010,34,34,2020/02/07 16:00:35
2346130016,2,0,2020/02/07 16:00:35
2346140012,116,54,2020/02/07 16:00:35
2346150018,184,38,2020/02/07 16:00:35
2346160014,258,86,2020/02/07 16:00:35
2390040518,4,0,2020/02/07 16:00:35
2390050032,0,2,2020/02/07 16:00:35
2391020010,200,56,2020/02/07 16:00:35
2391030016,252,88,2020/02/07 16:00:35
2391030026,279,92,2020/02/07 16:00:35
2391040012,130,80,2020/02/07 16:00:35
5901010058,0,10,2020/02/07 16:00:35
5901010094,32,8,2020/02/07 16:00:35
5901010174,2,0,2020/02/07 16:00:35
5901010496,6,4,2020/02/07 16:00:35
5901011662,0,48,2020/02/07 16:00:35
5901011699,7,0,2020/02/07 16:00:35
5901011733,16,30,2020/02/07 16:00:35
5901011760,18,16,2020/02/07 16:00:35
5901011975,4,0,2020/02/07 16:00:35
5901012203,24,12,2020/02/07 16:00:35
5901012383,167,62,2020/02/07 16:00:35
5901012409,0,13,2020/02/07 16:00:35
5901012454,0,6,2020/02/07 16:00:35
5901012490,200,53,2020/02/07 16:00:35
5901012507,0,4,2020/02/07 16:00:35
5901012516,76,0,2020/02/07 16:00:35
5901012570,198,50,2020/02/07 16:00:35
5901012598,16,2,2020/02/07 16:00:35
5901012632,0,4,2020/02/07 16:00:35
5901012650,4,28,2020/02/07 16:00:35
5901012669,2,60,2020/02/07 16:00:35
5901012749,92,54,2020/02/07 16:00:35
5901012758,194,52,2020/02/07 16:00:35
5901012767,0,6,2020/02/07 16:00:35
5901012918,10,0,2020/02/07 16:00:35
5901012963,4,10,2020/02/07 16:00:35
5901013095,6,0,2020/02/07 16:00:35
5901013120,5,13,2020/02/07 16:00:35
5901013139,0,10,2020/02/07 16:00:35
5901013148,0,6,2020/02/07 16:00:35
5901013157,0,10,2020/02/07 16:00:35
5901013200,0,2,2020/02/07 16:00:35
5901013246,2,0,2020/02/07 16:00:35
5901013264,2,8,2020/02/07 16:00:35
5901013308,28,10,2020/02/07 16:00:35
5901013326,4,0,2020/02/07 16:00:35
5901013344,0,8,2020/02/07 16:00:35
5901013362,2,2,2020/02/07 16:00:35
5901013371,0,14,2020/02/07 16:00:35
5901013399,16,10,2020/02/07 16:00:35
5901013442,0,10,2020/02/07 16:00:35
5901013451,0,4,2020/02/07 16:00:35
5901013460,2,8,2020/02/07 16:00:35
5901013488,268,80,2020/02/07 16:00:35
5901013497,26,12,2020/02/07 16:00:35
5901013513,52,26,2020/02/07 16:00:35
5901013522,0,8,2020/02/07 16:00:35
5901020296,0,20,2020/02/07 16:00:35
5901020303,2,8,2020/02/07 16:00:35
5901020376,10,54,2020/02/07 16:00:35
5901020465,4,18,2020/02/07 16:00:35
5901020554,96,44,2020/02/07 16:00:35
5901020590,0,12,2020/02/07 16:00:35
5901020616,0,2,2020/02/07 16:00:35
5901020670,0,21,2020/02/07 16:00:35
5901020689,84,20,2020/02/07 16:00:35
5901020732,0,6,2020/02/07 16:00:35
5901020787,28,40,2020/02/07 16:00:35
5901020876,2,0,2020/02/07 16:00:35
5901020901,0,32,2020/02/07 16:00:35
5901021248,200,72,2020/02/07 16:00:35
5901021382,4,0,2020/02/07 16:00:35
5901021408,0,18,2020/02/07 16:00:35
5901022521,12,4,2020/02/07 16:00:35
5901022601,11,0,2020/02/07 16:00:35
5901022898,0,18,2020/02/07 16:00:35
5901023073,2,0,2020/02/07 16:00:35
5901023091,150,76,2020/02/07 16:00:35
5901023153,6,48,2020/02/07 16:00:35
5901023215,4,4,2020/02/07 16:00:35
5901023304,10,18,2020/02/07 16:00:35
5901023313,38,38,2020/02/07 16:00:35
5901023331,0,44,2020/02/07 16:00:35
5901023386,28,18,2020/02/07 16:00:35
5901023519,2,0,2020/02/07 16:00:35
5901023591,72,14,2020/02/07 16:00:35
5901023653,2,8,2020/02/07 16:00:35
5901023680,24,20,2020/02/07 16:00:35
5901023706,0,30,2020/02/07 16:00:35
5901023724,8,0,2020/02/07 16:00:35
5901023886,64,32,2020/02/07 16:00:35
5901023902,4,0,2020/02/07 16:00:35
5901023966,0,20,2020/02/07 16:00:35
5901024007,2,0,2020/02/07 16:00:35
5901024098,88,40,2020/02/07 16:00:35
5901024114,10,0,2020/02/07 16:00:35
5901024123,74,16,2020/02/07 16:00:35
5901024178,10,2,2020/02/07 16:00:35
5901024212,0,20,2020/02/07 16:00:35
5901024221,26,34,2020/02/07 16:00:35
5901024347,0,4,2020/02/07 16:00:35
5901024481,0,2,2020/02/07 16:00:35
5901024525,0,4,2020/02/07 16:00:35
5901024632,18,20,2020/02/07 16:00:35
5901024669,0,22,2020/02/07 16:00:35
5901024703,0,6,2020/02/07 16:00:35
5901024767,20,52,2020/02/07 16:00:35
5901024829,0,2,2020/02/07 16:00:35
5901024838,0,2,2020/02/07 16:00:35
5901024856,100,30,2020/02/07 16:00:35
5901024865,130,68,2020/02/07 16:00:35
5901024874,18,8,2020/02/07 16:00:35
5901024883,94,14,2020/02/07 16:00:35
5901024892,2,0,2020/02/07 16:00:35
5901024918,0,14,2020/02/07 16:00:35
5901024927,200,50,2020/02/07 16:00:35
5901090074,0,6,2020/02/07 16:00:35
5901090154,0,2,2020/02/07 16:00:35
5901090181,0,4,2020/02/07 16:00:35
5901090216,8,24,2020/02/07 16:00:35
5901090243,0,2,2020/02/07 16:00:35
5901090323,0,2,2020/02/07 16:00:35
5901090369,8,6,2020/02/07 16:00:35
5901091473,30,12,2020/02/07 16:00:35
5901091624,0,44,2020/02/07 16:00:35
5901091857,0,2,2020/02/07 16:00:35
5901091884,2,6,2020/02/07 16:00:35
5901091973,0,4,2020/02/07 16:00:35
5901091991,12,0,2020/02/07 16:00:35
5901092041,86,48,2020/02/07 16:00:35
