醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,168,111,2020/02/08 14:00:36
0291010010,204,52,2020/02/08 14:00:36
2331170017,200,50,2020/02/08 14:00:36
2331200010,2,0,2020/02/08 14:00:36
2331210016,200,50,2020/02/08 14:00:36
2331240014,0,90,2020/02/08 14:00:36
2331260016,0,10,2020/02/08 14:00:36
2331290014,2,6,2020/02/08 14:00:36
2333070010,2,40,2020/02/08 14:00:36
2333080016,200,50,2020/02/08 14:00:36
2333120015,34,74,2020/02/08 14:00:36
2333140017,58,36,2020/02/08 14:00:36
2334110013,40,58,2020/02/08 14:00:36
2335110017,10,32,2020/02/08 14:00:36
2335150011,0,34,2020/02/08 14:00:36
2335170013,7,50,2020/02/08 14:00:36
2335180019,150,84,2020/02/08 14:00:36
2336210034,92,44,2020/02/08 14:00:36
2337160015,200,50,2020/02/08 14:00:36
2338050018,200,50,2020/02/08 14:00:36
2338070010,200,50,2020/02/08 14:00:36
2338120015,6,40,2020/02/08 14:00:36
2340170016,16,12,2020/02/08 14:00:36
2341140012,400,100,2020/02/08 14:00:36
2341250013,11,48,2020/02/08 14:00:36
2341300018,80,106,2020/02/08 14:00:36
2342080015,200,50,2020/02/08 14:00:36
2342130010,72,84,2020/02/08 14:00:36
2342180010,0,22,2020/02/08 14:00:36
2342250017,270,90,2020/02/08 14:00:36
2342260013,314,112,2020/02/08 14:00:36
2342270019,372,108,2020/02/08 14:00:36
2343240015,92,36,2020/02/08 14:00:36
2343260017,362,114,2020/02/08 14:00:36
2343270013,662,177,2020/02/08 14:00:36
2343280019,100,54,2020/02/08 14:00:36
2343290015,560,150,2020/02/08 14:00:36
2343300016,462,114,2020/02/08 14:00:36
2343320018,344,112,2020/02/08 14:00:36
2343330014,180,70,2020/02/08 14:00:36
2344011036,86,80,2020/02/08 14:00:36
2344030013,204,56,2020/02/08 14:00:36
2344030022,38,60,2020/02/08 14:00:36
2344030031,0,20,2020/02/08 14:00:36
2344050015,100,130,2020/02/08 14:00:36
2344050024,456,170,2020/02/08 14:00:36
2344060011,0,82,2020/02/08 14:00:36
2345100014,4,42,2020/02/08 14:00:36
2345120016,30,86,2020/02/08 14:00:36
2345130012,22,32,2020/02/08 14:00:36
2346050013,60,46,2020/02/08 14:00:36
2346070015,66,58,2020/02/08 14:00:36
2346110014,0,60,2020/02/08 14:00:36
2346120010,139,66,2020/02/08 14:00:36
2346130016,6,28,2020/02/08 14:00:36
2346140012,282,100,2020/02/08 14:00:36
2346150018,332,78,2020/02/08 14:00:36
2346160014,404,128,2020/02/08 14:00:36
2390040518,100,24,2020/02/08 14:00:36
2390050032,0,28,2020/02/08 14:00:36
2391020010,238,90,2020/02/08 14:00:36
2391030016,436,134,2020/02/08 14:00:36
2391030026,457,140,2020/02/08 14:00:36
2391040012,256,128,2020/02/08 14:00:36
5901010058,0,24,2020/02/08 14:00:36
5901010076,0,22,2020/02/08 14:00:36
5901010085,0,22,2020/02/08 14:00:36
5901010094,30,16,2020/02/08 14:00:36
5901010165,4,28,2020/02/08 14:00:36
5901010174,0,32,2020/02/08 14:00:36
5901010192,0,28,2020/02/08 14:00:36
5901010290,0,24,2020/02/08 14:00:36
5901010496,16,22,2020/02/08 14:00:36
5901011662,0,66,2020/02/08 14:00:36
5901011699,0,11,2020/02/08 14:00:36
5901011733,14,30,2020/02/08 14:00:36
5901011751,0,40,2020/02/08 14:00:36
5901011760,0,58,2020/02/08 14:00:36
5901011975,4,20,2020/02/08 14:00:36
5901012383,204,54,2020/02/08 14:00:36
5901012454,2,0,2020/02/08 14:00:36
5901012490,2,0,2020/02/08 14:00:36
5901012507,0,12,2020/02/08 14:00:36
5901012516,190,50,2020/02/08 14:00:36
5901012561,0,6,2020/02/08 14:00:36
5901012570,0,2,2020/02/08 14:00:36
5901012598,0,38,2020/02/08 14:00:36
5901012632,0,34,2020/02/08 14:00:36
5901012650,196,50,2020/02/08 14:00:36
5901012669,2,60,2020/02/08 14:00:36
5901012712,0,24,2020/02/08 14:00:36
5901012918,0,30,2020/02/08 14:00:36
5901013004,0,34,2020/02/08 14:00:36
5901013095,8,10,2020/02/08 14:00:36
5901013120,6,27,2020/02/08 14:00:36
5901013139,198,50,2020/02/08 14:00:36
5901013157,200,50,2020/02/08 14:00:36
5901013175,0,12,2020/02/08 14:00:36
5901013264,202,56,2020/02/08 14:00:36
5901013308,200,48,2020/02/08 14:00:36
5901013326,200,45,2020/02/08 14:00:36
5901013344,0,2,2020/02/08 14:00:36
5901013362,200,50,2020/02/08 14:00:36
5901013371,66,46,2020/02/08 14:00:36
5901013380,0,8,2020/02/08 14:00:36
5901013399,112,30,2020/02/08 14:00:36
5901013406,0,26,2020/02/08 14:00:36
5901013433,0,18,2020/02/08 14:00:36
5901013442,0,30,2020/02/08 14:00:36
5901013451,190,54,2020/02/08 14:00:36
5901013460,0,14,2020/02/08 14:00:36
5901013488,182,66,2020/02/08 14:00:36
5901013497,20,42,2020/02/08 14:00:36
5901013504,0,38,2020/02/08 14:00:36
5901013513,200,58,2020/02/08 14:00:36
5901013522,200,50,2020/02/08 14:00:36
5901020296,200,58,2020/02/08 14:00:36
5901020303,8,26,2020/02/08 14:00:36
5901020376,200,50,2020/02/08 14:00:36
5901020465,0,14,2020/02/08 14:00:36
5901020554,200,50,2020/02/08 14:00:36
5901020563,0,10,2020/02/08 14:00:36
5901020590,0,36,2020/02/08 14:00:36
5901020616,0,42,2020/02/08 14:00:36
5901020634,0,40,2020/02/08 14:00:36
5901020652,0,28,2020/02/08 14:00:36
5901020661,0,22,2020/02/08 14:00:36
5901020670,27,49,2020/02/08 14:00:36
5901020689,158,48,2020/02/08 14:00:36
5901020698,16,36,2020/02/08 14:00:36
5901020732,4,38,2020/02/08 14:00:36
5901020858,0,16,2020/02/08 14:00:36
5901020876,0,22,2020/02/08 14:00:36
5901020901,0,54,2020/02/08 14:00:36
5901021248,0,20,2020/02/08 14:00:36
5901021346,0,36,2020/02/08 14:00:36
5901021382,6,4,2020/02/08 14:00:36
5901021408,2,24,2020/02/08 14:00:36
5901022521,10,38,2020/02/08 14:00:36
5901022601,199,42,2020/02/08 14:00:36
5901022898,0,38,2020/02/08 14:00:36
5901023073,16,42,2020/02/08 14:00:36
5901023091,300,112,2020/02/08 14:00:36
5901023153,0,72,2020/02/08 14:00:36
5901023215,194,50,2020/02/08 14:00:36
5901023304,8,8,2020/02/08 14:00:36
5901023313,185,60,2020/02/08 14:00:36
5901023331,0,26,2020/02/08 14:00:36
5901023386,40,46,2020/02/08 14:00:36
5901023591,0,50,2020/02/08 14:00:36
5901023653,18,50,2020/02/08 14:00:36
5901023680,52,52,2020/02/08 14:00:36
5901023706,168,54,2020/02/08 14:00:36
5901023724,28,34,2020/02/08 14:00:36
5901023831,0,18,2020/02/08 14:00:36
5901023886,196,24,2020/02/08 14:00:36
5901023902,0,18,2020/02/08 14:00:36
5901023966,174,46,2020/02/08 14:00:36
5901024007,190,48,2020/02/08 14:00:36
5901024098,198,44,2020/02/08 14:00:36
5901024123,22,20,2020/02/08 14:00:36
5901024212,30,66,2020/02/08 14:00:36
5901024221,0,26,2020/02/08 14:00:36
5901024310,0,20,2020/02/08 14:00:36
5901024347,0,12,2020/02/08 14:00:36
5901024427,0,30,2020/02/08 14:00:36
5901024472,0,36,2020/02/08 14:00:36
5901024481,2,10,2020/02/08 14:00:36
5901024516,2,10,2020/02/08 14:00:36
5901024525,200,50,2020/02/08 14:00:36
5901024543,0,24,2020/02/08 14:00:36
5901024632,18,28,2020/02/08 14:00:36
5901024669,0,46,2020/02/08 14:00:36
5901024678,198,50,2020/02/08 14:00:36
5901024687,0,4,2020/02/08 14:00:36
5901024696,0,18,2020/02/08 14:00:36
5901024703,182,50,2020/02/08 14:00:36
5901024712,0,8,2020/02/08 14:00:36
5901024758,0,4,2020/02/08 14:00:36
5901024829,0,24,2020/02/08 14:00:36
5901024838,2,36,2020/02/08 14:00:36
5901024856,10,38,2020/02/08 14:00:36
5901024865,0,4,2020/02/08 14:00:36
5901024874,26,24,2020/02/08 14:00:36
5901024883,150,18,2020/02/08 14:00:36
5901024892,2,36,2020/02/08 14:00:36
5901024909,0,24,2020/02/08 14:00:36
5901024918,6,12,2020/02/08 14:00:36
5901024927,200,50,2020/02/08 14:00:36
5901090074,0,26,2020/02/08 14:00:36
5901090127,0,16,2020/02/08 14:00:36
5901090154,0,20,2020/02/08 14:00:36
5901090181,0,6,2020/02/08 14:00:36
