醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,432,191,2020/02/10 12:00:08
0291010010,408,134,2020/02/10 12:00:08
2331170017,200,50,2020/02/10 12:00:08
2331200010,6,4,2020/02/10 12:00:08
2331240014,0,150,2020/02/10 12:00:08
2331260016,0,44,2020/02/10 12:00:08
2331290014,6,24,2020/02/10 12:00:08
2333070010,0,26,2020/02/10 12:00:08
2333120015,1,128,2020/02/10 12:00:08
2333140017,159,94,2020/02/10 12:00:08
2334050012,200,50,2020/02/10 12:00:08
2334110013,24,98,2020/02/10 12:00:08
2335110017,12,60,2020/02/10 12:00:08
2335150011,0,8,2020/02/10 12:00:08
2335170013,0,52,2020/02/10 12:00:08
2335180019,270,166,2020/02/10 12:00:08
2336210034,202,114,2020/02/10 12:00:08
2337160015,200,50,2020/02/10 12:00:08
2338070010,0,22,2020/02/10 12:00:08
2338120015,0,74,2020/02/10 12:00:08
2340170016,22,36,2020/02/10 12:00:08
2341140012,400,100,2020/02/10 12:00:08
2341250013,0,164,2020/02/10 12:00:08
2341300018,52,174,2020/02/10 12:00:08
2342080015,200,50,2020/02/10 12:00:08
2342130010,46,152,2020/02/10 12:00:08
2342180010,0,16,2020/02/10 12:00:08
2342250017,438,154,2020/02/10 12:00:08
2342260013,658,196,2020/02/10 12:00:08
2342270019,256,52,2020/02/10 12:00:08
2343240015,32,62,2020/02/10 12:00:08
2343260017,678,198,2020/02/10 12:00:08
2343270013,992,269,2020/02/10 12:00:08
2343280019,116,98,2020/02/10 12:00:08
2343290015,656,194,2020/02/10 12:00:08
2343300016,730,206,2020/02/10 12:00:08
2343320018,660,196,2020/02/10 12:00:08
2343330014,478,152,2020/02/10 12:00:08
2344011036,176,144,2020/02/10 12:00:08
2344030013,12,42,2020/02/10 12:00:08
2344030022,210,140,2020/02/10 12:00:08
2344030031,352,156,2020/02/10 12:00:08
2344050015,106,196,2020/02/10 12:00:08
2344050024,512,208,2020/02/10 12:00:08
2344060011,14,134,2020/02/10 12:00:08
2345100014,5,168,2020/02/10 12:00:08
2345110010,87,28,2020/02/10 12:00:08
2345120016,298,187,2020/02/10 12:00:08
2345130012,100,69,2020/02/10 12:00:08
2346050013,42,84,2020/02/10 12:00:08
2346070015,45,114,2020/02/10 12:00:08
2346110014,64,104,2020/02/10 12:00:08
2346120010,359,146,2020/02/10 12:00:08
2346130016,2,54,2020/02/10 12:00:08
2346140012,574,194,2020/02/10 12:00:08
2346150018,526,150,2020/02/10 12:00:08
2346160014,658,210,2020/02/10 12:00:08
2390040518,200,50,2020/02/10 12:00:08
2390050032,198,50,2020/02/10 12:00:08
2391020010,328,146,2020/02/10 12:00:08
2391030016,802,222,2020/02/10 12:00:08
2391030026,751,230,2020/02/10 12:00:08
2391040012,596,225,2020/02/10 12:00:08
5901010058,0,50,2020/02/10 12:00:08
5901010076,0,27,2020/02/10 12:00:08
5901010085,0,32,2020/02/10 12:00:08
5901010094,83,44,2020/02/10 12:00:08
5901010165,12,42,2020/02/10 12:00:08
5901010174,0,1,2020/02/10 12:00:08
5901010192,0,20,2020/02/10 12:00:08
5901010272,0,12,2020/02/10 12:00:08
5901010290,0,24,2020/02/10 12:00:08
5901010496,36,38,2020/02/10 12:00:08
5901010576,0,16,2020/02/10 12:00:08
5901011662,0,108,2020/02/10 12:00:08
5901011699,6,46,2020/02/10 12:00:08
5901011733,178,64,2020/02/10 12:00:08
5901011751,0,30,2020/02/10 12:00:08
