醫事機構代碼,成人口罩總剩餘數,兒童口罩剩餘數,來源資料時間
0145080011,136,75,2020/02/07 12:00:35
0291010010,204,50,2020/02/07 12:00:35
1231050017,200,50,2020/02/07 12:00:35
2303240013,200,50,2020/02/07 12:00:35
2331050010,200,50,2020/02/07 12:00:35
2331170017,200,50,2020/02/07 12:00:35
2331200010,2,0,2020/02/07 12:00:35
2331210016,200,50,2020/02/07 12:00:35
2331240014,0,76,2020/02/07 12:00:35
2331260016,8,26,2020/02/07 12:00:35
2331290014,202,54,2020/02/07 12:00:35
2333070010,2,0,2020/02/07 12:00:35
2333080016,200,50,2020/02/07 12:00:35
2333120015,0,40,2020/02/07 12:00:35
2333140017,168,56,2020/02/07 12:00:35
2334110013,6,20,2020/02/07 12:00:35
2335110017,10,0,2020/02/07 12:00:35
2335150011,0,2,2020/02/07 12:00:35
2335170013,1,18,2020/02/07 12:00:35
2335180019,74,46,2020/02/07 12:00:35
2336020012,200,50,2020/02/07 12:00:35
2336210034,734,194,2020/02/07 12:00:35
2338050018,200,50,2020/02/07 12:00:35
2338120015,0,8,2020/02/07 12:00:35
2341140012,200,50,2020/02/07 12:00:35
2341250013,0,14,2020/02/07 12:00:35
2341300018,0,68,2020/02/07 12:00:35
2342130010,0,42,2020/02/07 12:00:35
2342240011,200,50,2020/02/07 12:00:35
2342250017,130,46,2020/02/07 12:00:35
2342260013,202,68,2020/02/07 12:00:35
2342270019,266,80,2020/02/07 12:00:35
2343140010,200,50,2020/02/07 12:00:35
2343240015,18,18,2020/02/07 12:00:35
2343260017,214,70,2020/02/07 12:00:35
2343270013,290,81,2020/02/07 12:00:35
2343280019,44,38,2020/02/07 12:00:35
2343290015,250,70,2020/02/07 12:00:35
2343300016,332,82,2020/02/07 12:00:35
2343320018,202,74,2020/02/07 12:00:35
2343330014,104,44,2020/02/07 12:00:35
2344011036,64,48,2020/02/07 12:00:35
2344030013,12,14,2020/02/07 12:00:35
2344030022,0,24,2020/02/07 12:00:35
2344030031,190,58,2020/02/07 12:00:35
2344050015,60,90,2020/02/07 12:00:35
2344050024,154,80,2020/02/07 12:00:35
2344060011,0,46,2020/02/07 12:00:35
2345100014,0,2,2020/02/07 12:00:35
2345120016,52,58,2020/02/07 12:00:35
2345130012,14,10,2020/02/07 12:00:35
2346050013,4,38,2020/02/07 12:00:35
2346070015,0,36,2020/02/07 12:00:35
2346110014,0,36,2020/02/07 12:00:35
2346120010,102,56,2020/02/07 12:00:35
2346130016,2,0,2020/02/07 12:00:35
2346140012,168,60,2020/02/07 12:00:35
2346150018,240,54,2020/02/07 12:00:35
2346160014,302,90,2020/02/07 12:00:35
2390040518,198,52,2020/02/07 12:00:35
2390050032,198,54,2020/02/07 12:00:35
2391020010,200,64,2020/02/07 12:00:35
2391030016,272,88,2020/02/07 12:00:35
2391030026,299,96,2020/02/07 12:00:35
2391040012,182,84,2020/02/07 12:00:35
3501200000,496,125,2020/02/07 12:00:35
3701121872,200,50,2020/02/07 12:00:35
3701173778,200,50,2020/02/07 12:00:35
3701183667,200,50,2020/02/07 12:00:35
3834021263,200,50,2020/02/07 12:00:35
5901010058,4,30,2020/02/07 12:00:35
5901010094,106,28,2020/02/07 12:00:35
5901010165,6,2,2020/02/07 12:00:35
5901010174,22,0,2020/02/07 12:00:35
5901010192,2,6,2020/02/07 12:00:35
5901010496,44,16,2020/02/07 12:00:35
5901011662,0,48,2020/02/07 12:00:35
5901011699,9,0,2020/02/07 12:00:35
5901011733,88,36,2020/02/07 12:00:35
5901011751,0,24,2020/02/07 12:00:35
5901011975,8,6,2020/02/07 12:00:35
5901012383,305,70,2020/02/07 12:00:35
5901012409,198,51,2020/02/07 12:00:35
5901012454,0,6,2020/02/07 12:00:35
5901012490,318,97,2020/02/07 12:00:35
5901012507,0,4,2020/02/07 12:00:35
5901012598,200,50,2020/02/07 12:00:35
5901012632,14,36,2020/02/07 12:00:35
5901012650,194,50,2020/02/07 12:00:35
5901012669,182,86,2020/02/07 12:00:35
5901012749,4,4,2020/02/07 12:00:35
5901012758,0,2,2020/02/07 12:00:35
5901012767,194,56,2020/02/07 12:00:35
5901012963,2,0,2020/02/07 12:00:35
5901013095,6,0,2020/02/07 12:00:35
5901013120,27,17,2020/02/07 12:00:35
5901013148,2,26,2020/02/07 12:00:35
5901013157,200,50,2020/02/07 12:00:35
5901013200,200,50,2020/02/07 12:00:35
5901013246,200,50,2020/02/07 12:00:35
5901013264,2,8,2020/02/07 12:00:35
5901013308,196,52,2020/02/07 12:00:35
5901013344,0,2,2020/02/07 12:00:35
5901013399,106,26,2020/02/07 12:00:35
5901013406,62,6,2020/02/07 12:00:35
5901013442,0,10,2020/02/07 12:00:35
5901013451,0,4,2020/02/07 12:00:35
5901013460,6,8,2020/02/07 12:00:35
5901013488,374,108,2020/02/07 12:00:35
5901013497,68,14,2020/02/07 12:00:35
5901013513,4,12,2020/02/07 12:00:35
5901013522,0,8,2020/02/07 12:00:35
5901020303,6,34,2020/02/07 12:00:35
5901020376,200,70,2020/02/07 12:00:35
5901020554,198,52,2020/02/07 12:00:35
5901020563,4,0,2020/02/07 12:00:35
5901020590,2,14,2020/02/07 12:00:35
5901020616,0,2,2020/02/07 12:00:35
5901020661,0,4,2020/02/07 12:00:35
5901020670,6,31,2020/02/07 12:00:35
5901020689,180,48,2020/02/07 12:00:35
5901020698,10,10,2020/02/07 12:00:35
5901020732,196,50,2020/02/07 12:00:35
5901020787,206,58,2020/02/07 12:00:35
5901020858,6,14,2020/02/07 12:00:35
5901020876,2,0,2020/02/07 12:00:35
5901020901,0,40,2020/02/07 12:00:35
5901021248,200,78,2020/02/07 12:00:35
5901021346,0,2,2020/02/07 12:00:35
5901021382,6,0,2020/02/07 12:00:35
5901021408,0,18,2020/02/07 12:00:35
5901022521,32,10,2020/02/07 12:00:35
5901022601,0,2,2020/02/07 12:00:35
5901022898,0,18,2020/02/07 12:00:35
5901023073,12,20,2020/02/07 12:00:35
5901023091,280,84,2020/02/07 12:00:35
5901023153,0,32,2020/02/07 12:00:35
5901023215,194,52,2020/02/07 12:00:35
5901023304,34,24,2020/02/07 12:00:35
5901023313,0,8,2020/02/07 12:00:35
5901023331,362,116,2020/02/07 12:00:35
5901023386,178,50,2020/02/07 12:00:35
5901023519,40,2,2020/02/07 12:00:35
5901023523,0,18,2020/02/07 12:00:35
5901023591,132,24,2020/02/07 12:00:35
5901023653,188,52,2020/02/07 12:00:35
5901023680,90,34,2020/02/07 12:00:35
5901023706,160,52,2020/02/07 12:00:35
5901023724,60,8,2020/02/07 12:00:35
5901023886,2,16,2020/02/07 12:00:35
5901023902,8,0,2020/02/07 12:00:35
5901023966,176,50,2020/02/07 12:00:35
5901024098,200,64,2020/02/07 12:00:35
5901024114,18,2,2020/02/07 12:00:35
5901024123,366,86,2020/02/07 12:00:35
5901024178,180,24,2020/02/07 12:00:35
5901024212,198,56,2020/02/07 12:00:35
5901024221,28,34,2020/02/07 12:00:35
5901024310,4,42,2020/02/07 12:00:35
5901024347,0,4,2020/02/07 12:00:35
5901024472,0,12,2020/02/07 12:00:35
5901024481,4,6,2020/02/07 12:00:35
5901024516,76,46,2020/02/07 12:00:35
5901024525,200,56,2020/02/07 12:00:35
5901024543,0,10,2020/02/07 12:00:35
5901024632,46,28,2020/02/07 12:00:35
5901024669,0,22,2020/02/07 12:00:35
5901024687,2,26,2020/02/07 12:00:35
5901024696,4,0,2020/02/07 12:00:35
5901024703,0,2,2020/02/07 12:00:35
5901024712,38,8,2020/02/07 12:00:35
5901024767,210,84,2020/02/07 12:00:35
5901024829,4,2,2020/02/07 12:00:35
5901024856,200,50,2020/02/07 12:00:35
5901024865,200,68,2020/02/07 12:00:35
